ID	S_CONJ	S_HELPV	S_PRON	S_QUANT	S_QWORDS	S_TIME	S_WF_N	S_WF_V	S_WE_N	S_WE_V	S_COMPLX	D_AGE_C	D_MALE	D_AGE_C2
133745	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133746	0	0	0	0	0	0	0.2	0	0	0	0	-7	-1	49
133747	0	0	0	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
133748	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133749	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133750	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133751	0	0.0476190476190476	0	0	0	0	0	0	0	0	0	-7	-1	49
133752	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133753	0	0	0.08	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
133754	0	0	0.2	0.117647058823529	0.285714285714286	0	0.2	0	0	0	0	-7	-1	49
133755	0	0	0.08	0	0	0	0.2	0	0	0	0	-7	1	49
133756	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133757	0.166666666666667	0.0476190476190476	0.08	0	0	0	0	0	0	0	0	-7	1	49
133758	0	0	0.04	0.0588235294117647	0.142857142857143	0	0	0	0	0	0	-7	-1	49
133759	0	0.0476190476190476	0.12	0.117647058823529	0.142857142857143	0	0.4	0	0	0	0.0810810810810811	-7	-1	49
133760	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133761	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133762	0.333333333333333	0.761904761904762	0.76	0.705882352941177	0.857142857142857	0.5	0.6	0.7	0.571428571428571	0.516129032258065	0.27027027027027	-7	1	49
133763	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133764	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
133765	0	0	0.04	0	0	0.0833333333333333	0.2	0	0.0714285714285714	0	0	-7	1	49
133766	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133767	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133768	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133769	0	0	0.2	0.0588235294117647	0	0.0833333333333333	0.4	0	0	0	0	-7	-1	49
133770	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133771	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133772	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133773	0	0	0.04	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
133774	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133775	0	0.0476190476190476	0.16	0.117647058823529	0.142857142857143	0	0	0	0	0	0	-7	-1	49
133776	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133777	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133778	0	0.0476190476190476	0	0	0	0	0	0	0	0	0	-7	1	49
133779	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133780	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133781	0	0.0476190476190476	0	0.117647058823529	0	0	0	0	0	0	0	-7	1	49
133782	0	0	0	0	0	0	0.4	0	0	0	0	-7	1	49
133783	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133784	0	0	0.08	0.0588235294117647	0.142857142857143	0	0	0	0	0	0	-7	1	49
133785	0	0	0.04	0.0588235294117647	0	0	0.2	0	0	0	0	-7	-1	49
133786	0	0.0952380952380952	0.08	0.117647058823529	0.142857142857143	0	0.2	0.1	0	0	0.0540540540540541	-7	1	49
133787	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133788	0	0	0	0.0588235294117647	0	0	0.4	0	0	0	0	-7	1	49
133789	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133790	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133791	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133792	0	0.0476190476190476	0.16	0	0	0	0	0	0	0	0	-7	1	49
133793	0	0.0476190476190476	0.16	0.0588235294117647	0	0	0.4	0	0	0	0	-7	-1	49
133794	0	0.0952380952380952	0.28	0.117647058823529	0.142857142857143	0.0833333333333333	0	0	0	0	0.108108108108108	-7	-1	49
133795	0	0	0	0.0588235294117647	0	0.0833333333333333	0	0	0	0	0	-7	-1	49
133796	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133797	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133798	0	0	0.12	0.117647058823529	0	0	0.2	0	0	0	0	-7	1	49
133799	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133800	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133801	0	0	0.08	0.117647058823529	0.142857142857143	0.0833333333333333	0.6	0	0	0	0	-7	-1	49
133802	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133803	0	0	0.04	0	0	0	0.2	0	0	0	0	-7	-1	49
133804	0	0.0476190476190476	0.04	0	0.142857142857143	0	0	0	0	0	0	-7	-1	49
133805	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
133806	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133807	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133808	0	0.0952380952380952	0.04	0	0.142857142857143	0	0.4	0	0	0	0	-7	1	49
133809	0	0	0.16	0	0.142857142857143	0	0	0	0	0	0	-7	-1	49
133810	0	0	0.2	0.117647058823529	0	0	0.4	0	0	0	0.243243243243243	-7	1	49
133811	0	0	0.08	0	0	0	0	0	0	0	0	-7	-1	49
133812	0	0	0	0	0	0	0.2	0	0	0	0	-7	1	49
133813	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
133814	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133815	0	0.0476190476190476	0.16	0.176470588235294	0	0.0833333333333333	0	0	0	0	0	-7	-1	49
133816	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
133817	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133818	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133819	0	0	0	0	0	0	0.2	0	0	0	0	-7	-1	49
133820	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133821	0	0	0.04	0.117647058823529	0	0	0.2	0	0	0	0	-7	-1	49
133822	0	0	0	0	0	0	0.2	0	0	0	0	-7	1	49
133823	0	0.0476190476190476	0.16	0.0588235294117647	0	0.0833333333333333	0.4	0	0	0	0	-7	-1	49
133824	0	0	0.16	0.0588235294117647	0.428571428571429	0	0.2	0	0	0	0.108108108108108	-7	-1	49
133825	0	0	0.08	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133826	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133827	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133828	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133829	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133830	0	0	0	0.0588235294117647	0	0	0.2	0	0	0	0	-7	-1	49
133831	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133832	0	0	0.08	0	0	0	0	0	0	0	0	-7	1	49
133833	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133834	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133835	0	0	0.08	0.117647058823529	0	0	0	0	0	0	0	-7	1	49
133836	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133837	0	0	0	0	0.285714285714286	0	0	0	0	0	0	-7	1	49
133838	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133839	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133840	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133841	0	0	0.04	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
133842	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133843	0	0	0	0.117647058823529	0	0	0	0	0	0	0	-6	1	36
133844	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133845	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133846	0	0.0952380952380952	0.28	0.117647058823529	0	0	0	0	0	0	0	-7	-1	49
133847	0	0	0	0	0	0	0	0	0	0	0.027027027027027	-7	-1	49
133848	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133849	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133850	0	0.0476190476190476	0.08	0.117647058823529	0.285714285714286	0.0833333333333333	0	0	0	0	0	-7	-1	49
133851	0	0.0476190476190476	0.12	0.0588235294117647	0.285714285714286	0	0.2	0	0	0	0	-7	1	49
133852	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133853	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133854	0	0	0.04	0	0	0	0.2	0	0	0	0	-7	-1	49
133855	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133856	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
133857	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133858	0	0.0476190476190476	0.16	0	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
133859	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133860	0	0	0	0	0	0	0.2	0	0	0	0	-7	1	49
133861	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133862	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133863	0	0	0.04	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
133864	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133865	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133866	0	0	0.2	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133867	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133868	0	0.0476190476190476	0.04	0	0	0	0	0	0	0	0	-7	1	49
133869	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133870	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133871	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133872	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133873	0	0	0.24	0.117647058823529	0.142857142857143	0.0833333333333333	0.2	0	0	0	0.027027027027027	-7	1	49
133874	0	0.0952380952380952	0.08	0	0	0	0.2	0	0	0	0	-7	1	49
133875	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133876	0	0	0.08	0	0	0	0	0	0	0	0	-7	-1	49
133877	0	0	0.2	0.117647058823529	0	0	0.2	0	0	0	0.027027027027027	-7	-1	49
133878	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133879	0	0	0.08	0	0.285714285714286	0	0	0	0	0	0	-7	-1	49
133880	0	0	0.04	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
133881	0	0.0476190476190476	0.08	0.117647058823529	0	0	0.4	0	0	0	0	-7	-1	49
133882	0	0	0.08	0	0.142857142857143	0	0	0	0	0	0	-7	-1	49
133883	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133884	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
133885	0	0	0.08	0	0	0	0	0	0	0	0	-7	-1	49
133886	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133887	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133888	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133889	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133890	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133891	0	0	0.16	0	0	0	0	0	0	0	0	-7	-1	49
133892	0	0	0.04	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
133893	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133894	0	0	0.04	0	0	0	0.2	0	0	0	0	-7	-1	49
133895	0	0	0.16	0.117647058823529	0.142857142857143	0.166666666666667	0.2	0	0	0	0	-7	-1	49
133896	0	0	0.04	0	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
133897	0	0	0.04	0.235294117647059	0.142857142857143	0.166666666666667	0.6	0.05	0.0714285714285714	0	0	-7	-1	49
133898	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133899	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
133900	0	0	0.04	0.0588235294117647	0.142857142857143	0	0	0	0	0	0	-7	-1	49
133901	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	-7	1	49
133902	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
133903	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133904	0	0.0952380952380952	0.2	0	0.142857142857143	0	0.2	0	0	0	0	-7	-1	49
133905	0	0.0476190476190476	0.2	0	0.142857142857143	0	0.2	0	0	0	0	-7	-1	49
133906	0	0	0	0	0	0	0.4	0	0	0	0	-7	-1	49
133907	0	0	0.08	0	0.285714285714286	0	0	0	0	0	0	-7	-1	49
133908	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133909	0	0	0	0	0	0	0.2	0	0.0714285714285714	0	0.189189189189189	-7	-1	49
133910	0	0.0476190476190476	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133911	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
133912	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
133913	0	0.0476190476190476	0.08	0.0588235294117647	0.142857142857143	0	0	0	0	0	0	-7	1	49
133914	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133915	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133916	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133917	0	0	0.12	0.0588235294117647	0	0.0833333333333333	0.2	0.05	0	0.032258064516129	0	-7	1	49
133918	0	0	0.08	0	0.285714285714286	0	0.4	0	0	0	0.027027027027027	-7	-1	49
133919	0	0.0476190476190476	0.12	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
133920	0	0	0.04	0.0588235294117647	0.142857142857143	0.166666666666667	0	0	0	0	0	-7	-1	49
133921	0	0	0	0.0588235294117647	0	0.0833333333333333	0.4	0	0	0	0	-7	1	49
133922	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133923	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133924	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133925	0.166666666666667	0.666666666666667	0.36	0.529411764705882	0.571428571428571	0.166666666666667	0.2	0	0	0	0	-7	-1	49
133926	0	0.0952380952380952	0.16	0.0588235294117647	0.142857142857143	0	0	0	0	0	0	-7	1	49
133927	0	0	0.04	0.235294117647059	0	0.416666666666667	0.4	0	0.142857142857143	0	0.027027027027027	-7	1	49
133928	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133929	0	0	0.04	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
133930	0	0	0	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
133931	0	0	0.08	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
133932	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133933	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	-7	1	49
133934	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133935	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133936	0	0.0952380952380952	0.12	0.117647058823529	0.285714285714286	0	0.2	0	0	0	0.297297297297297	-7	1	49
133937	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133938	0	0	0.08	0	0.285714285714286	0	0	0	0	0	0	-7	1	49
133939	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133940	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133941	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133942	0	0	0.2	0.117647058823529	0.285714285714286	0	0.2	0.1	0	0	0.27027027027027	-7	-1	49
133943	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133944	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133945	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133946	0	0.0476190476190476	0.2	0	0	0.0833333333333333	0.2	0	0	0	0	-7	1	49
133947	0	0	0.08	0	0	0	0	0	0	0	0	-7	1	49
133948	0	0.0476190476190476	0.28	0.176470588235294	0.142857142857143	0	0	0.15	0.0714285714285714	0	0.0540540540540541	-7	1	49
133949	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133950	0	0.0476190476190476	0.16	0.0588235294117647	0.142857142857143	0	0.2	0	0	0	0.027027027027027	-7	1	49
133951	0	0	0.04	0	0	0	0.2	0	0	0	0	-7	-1	49
133952	0	0	0.24	0.117647058823529	0	0	0.2	0	0	0	0	-7	-1	49
133953	0	0.0952380952380952	0.2	0.0588235294117647	0.142857142857143	0	0.2	0	0	0	0.0810810810810811	-7	1	49
133954	0	0	0	0	0	0	0	0	0	0	0.027027027027027	-7	-1	49
133955	0	0	0	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
133956	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133957	0	0	0	0	0	0	0.2	0	0	0	0	-7	1	49
133958	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133959	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
133960	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133961	0	0	0.12	0.0588235294117647	0	0	0.4	0.05	0	0	0.0810810810810811	-7	-1	49
133962	0	0	0.08	0	0	0	0	0	0	0	0	-7	1	49
133963	0	0.0476190476190476	0.04	0	0	0	0	0	0	0	0	-7	1	49
133964	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133965	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
133966	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133967	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
133968	0	0	0	0	0	0	0.2	0	0	0	0	-7	1	49
133969	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133970	0	0	0.04	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
133971	0	0.19047619047619	0.28	0.117647058823529	0.571428571428571	0.166666666666667	0	0	0	0	0	-7	-1	49
133972	0	0	0.08	0	0	0	0	0	0	0	0	-7	1	49
133973	0	0	0.12	0	0	0	0.2	0	0	0	0	-7	1	49
133974	0	0	0	0	0	0	0.2	0	0	0	0	-7	1	49
133975	0	0	0.04	0.0588235294117647	0	0.0833333333333333	0	0.05	0	0	0	-7	1	49
133976	0	0.0476190476190476	0.08	0	0.428571428571429	0	0	0	0	0	0	-7	-1	49
133977	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133978	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
133979	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133980	0	0	0.12	0.0588235294117647	0	0.0833333333333333	0	0	0	0	0	-7	-1	49
133981	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133982	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133983	0	0	0.08	0	0.142857142857143	0.0833333333333333	0.2	0	0	0	0	-7	-1	49
133984	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133985	0	0	0.08	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133986	0	0.0952380952380952	0	0	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
133987	0	0	0	0.0588235294117647	0.285714285714286	0	0	0	0	0	0	-7	1	49
133988	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133989	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133990	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
133991	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133992	0	0.0476190476190476	0.16	0	0	0	0	0	0	0	0	-7	-1	49
133993	0	0	0.08	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133994	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133995	0	0	0.12	0.0588235294117647	0.142857142857143	0	0.2	0.05	0	0	0	-7	-1	49
133996	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
133997	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
133998	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
133999	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134000	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134001	0	0.0476190476190476	0.16	0.176470588235294	0.142857142857143	0	0	0	0	0	0.243243243243243	-7	1	49
134002	0	0	0.12	0.117647058823529	0	0	0.2	0	0	0	0.027027027027027	-7	-1	49
134003	0	0	0.04	0.0588235294117647	0	0	0.4	0	0	0	0	-7	-1	49
134004	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134005	0	0	0.04	0	0.142857142857143	0	0	0	0	0	0	-7	-1	49
134006	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
134007	0	0	0.08	0.0588235294117647	0.142857142857143	0	0	0	0	0	0	-7	1	49
134008	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134009	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
134010	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134011	0	0.0476190476190476	0.12	0	0	0	0	0	0	0	0	-7	1	49
134012	0	0	0	0	0	0	0.2	0	0	0	0	-7	-1	49
134013	0.166666666666667	0	0	0.0588235294117647	0.285714285714286	0.166666666666667	0.4	0	0	0	0	-7	1	49
134014	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134015	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134016	0	0	0.12	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
134017	0.166666666666667	0.285714285714286	0.32	0.352941176470588	0.142857142857143	0.0833333333333333	0.4	0.15	0.0714285714285714	0	0.297297297297297	-7	-1	49
134018	0	0	0.04	0	0	0	0.2	0	0	0	0	-7	1	49
134019	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134020	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134021	0	0.0476190476190476	0.08	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
134022	0	0	0.08	0	0	0	0.2	0	0	0	0	-7	1	49
134023	0	0	0.08	0	0	0	0	0	0	0	0	-7	1	49
134024	0	0	0.08	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
134025	0	0	0.16	0.117647058823529	0	0	0.2	0	0	0	0	-7	1	49
134026	0	0	0.08	0	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
134027	0	0	0.08	0	0	0	0.2	0	0	0	0	-7	-1	49
134028	0	0	0.12	0	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
134029	0	0	0.08	0.117647058823529	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
134030	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
134031	0	0	0	0	0	0	0.2	0	0	0	0	-7	-1	49
134032	0	0	0.08	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
134033	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134034	0	0.19047619047619	0.4	0.176470588235294	0.285714285714286	0.25	0.4	0.05	0	0.0645161290322581	0.0540540540540541	-7	1	49
134035	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134036	0	0	0.24	0.117647058823529	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
134037	0	0	0.24	0.0588235294117647	0.142857142857143	0.0833333333333333	0.4	0	0	0	0.0540540540540541	-7	-1	49
134038	0	0	0	0	0	0	0.2	0	0	0	0	-7	1	49
134039	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
134040	0	0	0.04	0.0588235294117647	0	0.0833333333333333	0	0	0	0	0.0810810810810811	-7	-1	49
134041	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
134042	0	0	0.08	0.117647058823529	0	0	0	0	0	0	0	-7	1	49
134043	0	0	0.08	0.0588235294117647	0.142857142857143	0.0833333333333333	0	0	0	0	0	-7	1	49
134044	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134045	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
134046	0	0	0.08	0.117647058823529	0.285714285714286	0	0.2	0.05	0	0	0	-7	-1	49
134047	0	0	0	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
134048	0	0	0	0.0588235294117647	0	0	0.2	0	0.142857142857143	0	0	-7	-1	49
134049	0	0	0.04	0.0588235294117647	0.142857142857143	0.0833333333333333	0	0	0	0	0	-7	1	49
134050	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134051	0	0.0476190476190476	0.04	0.117647058823529	0	0	0.4	0	0	0	0.0810810810810811	-7	-1	49
134052	0	0	0.16	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
134053	0	0	0	0	0	0	0.4	0	0	0	0	-7	-1	49
134054	0	0	0.12	0	0.142857142857143	0	0	0	0.0714285714285714	0	0	-7	-1	49
134055	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
134056	0	0.0476190476190476	0.12	0.117647058823529	0	0	0	0	0	0	0	-7	1	49
134057	0	0	0.04	0	0	0	0	0	0	0	0	-7	1	49
134058	0	0	0.04	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
134059	0	0.0476190476190476	0.2	0.0588235294117647	0.142857142857143	0	0	0	0	0	0	-7	-1	49
134060	0	0.0952380952380952	0.12	0.117647058823529	0	0	0.2	0.05	0	0	0	-7	1	49
134061	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134062	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134063	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134064	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134065	0	0	0.12	0	0	0	0.4	0	0	0	0	-7	1	49
134066	0	0	0.08	0.117647058823529	0	0	0	0	0	0	0	-7	-1	49
134067	0	0	0	0	0.142857142857143	0	0.4	0	0	0	0	-7	1	49
134068	0	0	0.04	0.0588235294117647	0	0	0.2	0	0	0	0	-7	-1	49
134069	0	0	0.08	0.0588235294117647	0	0	0	0	0	0	0	-7	1	49
134070	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134071	0	0.0476190476190476	0.08	0	0.285714285714286	0.0833333333333333	0.4	0	0	0	0	-7	-1	49
134072	0	0	0.04	0.0588235294117647	0	0.0833333333333333	0	0	0	0	0	-7	-1	49
134073	0	0	0.04	0.0588235294117647	0	0.25	0.2	0	0	0	0	-7	-1	49
134074	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134075	0	0	0	0.117647058823529	0	0	0	0	0	0	0	-7	1	49
134076	0	0	0.04	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
134077	0	0	0.04	0	0	0	0	0	0	0	0	-7	-1	49
134078	0	0.0476190476190476	0.04	0	0	0	0	0	0	0	0	-7	1	49
134079	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134080	0	0	0	0.0588235294117647	0	0	0	0	0	0	0	-7	-1	49
134081	0	0	0.04	0.0588235294117647	0.285714285714286	0	0	0	0	0	0	-7	1	49
134082	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134083	0	0	0	0	0.142857142857143	0	0	0	0	0	0	-7	1	49
134084	0	0	0	0	0	0	0	0	0	0	0	-7	-1	49
134085	0	0.0952380952380952	0.08	0	0.285714285714286	0	0	0	0.0714285714285714	0	0.27027027027027	-7	-1	49
134086	0	0	0	0	0	0	0	0	0	0	0	-7	1	49
134087	0	0	0.08	0.0588235294117647	0.142857142857143	0	0.2	0	0	0	0	-7	1	49
134088	0	0	0.04	0.0588235294117647	0	0	0.2	0	0	0	0	-7	1	49
