     0.000     0.000     0.000     0.000     0.000     0.583     1.000     0.050     0.071     0.000     0.027    28.000    -1.000    -1.000129368.000     3.976
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    21.000    -1.000    -1.000129369.000     3.112
     0.000     0.000     0.120     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.027    23.000     1.000    -1.000129370.000     3.336
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    20.000     1.000    -1.000129371.000     3.044
     0.167     0.143     0.120     0.176     0.000     0.000     0.400     0.200     0.000     0.000     0.135    29.000    -1.000    -1.000129372.000     4.220
     0.500     0.381     0.400     0.059     0.571     0.750     0.800     0.600     0.357     0.226     0.486    26.000     1.000    -1.000129373.000     5.573
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    17.000    -1.000    -1.000129374.000     2.888
     0.000     0.000     0.080     0.235     0.000     0.083     0.400     0.050     0.071     0.000     0.054    25.000    -1.000    -1.000129375.000     3.785
     0.000     0.000     0.000     0.000     0.286     0.000     0.000     0.050     0.000     0.000     0.027    17.000     1.000    -1.000129376.000     3.018
     0.000     0.000     0.080     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000    16.000    -1.000    -1.000129377.000     2.938
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    16.000    -1.000    -1.000129378.000     2.832
     0.000     0.000     0.040     0.000     0.000     0.083     0.400     0.050     0.143     0.032     0.027    29.000     1.000    -1.000129379.000     3.755
     0.000     0.000     0.160     0.059     0.000     0.000     0.400     0.000     0.000     0.000     0.000    20.000    -1.000    -1.000129380.000     3.322
     0.000     0.000     0.120     0.000     0.143     0.000     0.200     0.000     0.000     0.000     0.000    21.000     1.000    -1.000129381.000     3.295
     0.000     0.048     0.080     0.059     0.000     0.083     0.000     0.000     0.000     0.000     0.000    22.000    -1.000    -1.000129382.000     3.363
     1.000     0.286     0.480     0.529     0.429     0.417     0.400     0.250     0.429     0.000     0.351    28.000    -1.000    -1.000129383.000     5.768
     0.000     0.048     0.240     0.059     0.143     0.000     0.400     0.000     0.143     0.097     0.000    17.000     1.000    -1.000129384.000     3.344
     0.000     0.571     0.640     0.471     0.571     0.333     0.800     0.850     0.429     0.000     0.000    26.000     1.000    -1.000129385.000     5.797
     0.000     0.048     0.160     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    17.000     1.000    -1.000129386.000     3.056
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    16.000     1.000    -1.000129387.000     2.820
     0.000     0.000     0.160     0.000     0.000     0.167     0.000     0.000     0.000     0.000     0.000    19.000     1.000    -1.000129388.000     3.216
     0.000     0.000     0.040     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    21.000    -1.000    -1.000129389.000     3.203
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    16.000     1.000    -1.000129390.000     2.820
     0.000     0.000     0.040     0.000     0.000     0.000     0.200     0.050     0.000     0.000     0.000    26.000     1.000    -1.000129391.000     3.478
     0.333     0.333     0.320     0.353     0.571     0.167     0.200     0.200     0.214     0.161     0.270    22.000    -1.000    -1.000129392.000     4.735
     0.000     0.286     0.360     0.235     0.714     0.250     0.600     0.150     0.357     0.290     0.270    29.000     1.000    -1.000129393.000     5.058
     0.000     0.095     0.040     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    24.000     1.000    -1.000129394.000     3.417
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    23.000    -1.000    -1.000129395.000     3.224
     0.167     0.143     0.160     0.118     0.429     0.250     0.400     0.300     0.000     0.032     0.324    28.000    -1.000    -1.000129396.000     4.557
     0.000     0.048     0.160     0.118     0.143     0.167     0.400     0.000     0.071     0.065     0.108    20.000    -1.000    -1.000129397.000     3.600
     0.000     0.000     0.000     0.000     0.000     0.083     0.000     0.000     0.000     0.000     0.000    19.000     1.000    -1.000129398.000     3.027
     0.500     0.476     0.440     0.471     0.714     0.167     0.400     0.600     0.000     0.194     0.405    29.000    -1.000    -1.000129399.000     5.852
     0.000     0.095     0.080     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    21.000     1.000    -1.000129400.000     3.286
     0.000     0.048     0.040     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000    25.000     1.000    -1.000129401.000     3.422
     0.000     0.000     0.440     0.235     0.000     0.167     0.400     0.500     0.214     0.000     0.270    29.000     1.000    -1.000129402.000     4.745
     0.000     0.143     0.240     0.059     0.286     0.083     0.400     0.000     0.143     0.000     0.135    24.000    -1.000    -1.000129403.000     3.919
     0.000     0.000     0.040     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.054    18.000    -1.000    -1.000129404.000     3.033
     0.000     0.000     0.120     0.176     0.000     0.000     0.400     0.050     0.000     0.000     0.000    20.000     1.000    -1.000129405.000     3.409
     0.167     0.333     0.440     0.000     0.571     0.500     0.600     0.450     0.500     0.161     0.405    27.000    -1.000    -1.000129406.000     5.195
     0.000     0.000     0.000     0.000     0.000     0.083     0.000     0.000     0.000     0.000     0.000    28.000     1.000    -1.000129407.000     3.531
     0.000     0.000     0.000     0.000     0.143     0.000     0.200     0.000     0.000     0.000     0.000    22.000     1.000    -1.000129408.000     3.238
     0.167     0.048     0.240     0.000     0.286     0.083     0.200     0.150     0.071     0.032     0.135    29.000     1.000    -1.000129409.000     4.202
     0.000     0.048     0.080     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    25.000     1.000    -1.000129410.000     3.482
     0.167     0.048     0.000     0.059     0.000     0.000     0.600     0.100     0.429     0.129     0.000    26.000    -1.000    -1.000129411.000     3.789
     0.167     0.190     0.200     0.471     0.571     0.250     0.200     0.200     0.214     0.065     0.676    25.000    -1.000    -1.000129412.000     4.910
     0.000     0.000     0.040     0.000     0.000     0.083     0.000     0.000     0.000     0.000     0.000    21.000     1.000    -1.000129413.000     3.176
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    23.000    -1.000    -1.000129414.000     3.261
     0.000     0.000     0.000     0.000     0.000     0.083     0.000     0.000     0.000     0.000     0.000    17.000     1.000    -1.000129415.000     2.915
     0.167     0.143     0.200     0.059     0.429     0.000     0.000     0.000     0.000     0.000     0.081    23.000     1.000    -1.000129416.000     3.793
     0.000     0.000     0.120     0.059     0.143     0.083     0.000     0.050     0.000     0.000     0.000    21.000     1.000    -1.000129417.000     3.385
     0.000     0.000     0.120     0.000     0.000     0.083     0.000     0.000     0.071     0.032     0.027    21.000     1.000    -1.000129418.000     3.281
     0.000     0.000     0.200     0.059     0.143     0.083     0.400     0.050     0.000     0.000     0.486    21.000    -1.000    -1.000129419.000     3.722
     0.167     0.571     0.480     0.647     0.714     0.750     0.400     0.600     0.071     0.065     0.432    27.000    -1.000    -1.000129420.000     6.110
     0.000     0.190     0.520     0.471     0.571     0.417     0.400     0.500     0.143     0.258     0.378    26.000    -1.000    -1.000129421.000     5.413
     0.000     0.048     0.160     0.059     0.000     0.083     0.200     0.050     0.000     0.000     0.000    24.000     1.000    -1.000129422.000     3.600
     0.000     0.048     0.080     0.118     0.000     0.250     0.200     0.050     0.000     0.000     0.000    20.000    -1.000    -1.000129423.000     3.442
     0.667     0.333     0.920     0.765     1.000     1.000     0.600     0.250     0.429     0.032     0.000    28.000     1.000    -1.000129424.000     6.651
     0.000     0.000     0.080     0.000     0.000     0.083     0.400     0.050     0.000     0.000     0.000    23.000     1.000    -1.000129425.000     3.417
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    20.000     1.000    -1.000129426.000     3.044
     0.000     0.238     0.120     0.176     0.714     0.083     0.400     0.150     0.071     0.000     0.324    26.000     1.000    -1.000129427.000     4.375
     0.000     0.000     0.080     0.059     0.143     0.000     0.400     0.100     0.214     0.032     0.189    30.000     1.000    -1.000129428.000     4.016
     0.500     0.810     0.480     0.765     0.714     0.250     0.400     0.350     0.071     0.129     1.000    28.000    -1.000    -1.000129429.000     6.413
     0.500     0.476     0.280     0.471     0.143     0.167     0.600     0.400     0.000     0.000     0.135    29.000     1.000    -1.000129430.000     5.241
     1.000     1.000     1.000     1.000     1.000     1.000     0.400     0.150     0.071     0.097     0.162    25.000     1.000    -1.000129431.000     7.252
     0.333     0.095     0.400     0.412     0.571     0.167     0.400     0.150     0.071     0.000     0.324    27.000     1.000    -1.000129432.000     4.946
     0.000     0.000     0.080     0.118     0.000     0.000     0.400     0.000     0.000     0.000     0.216    19.000    -1.000    -1.000129433.000     3.327
     0.000     0.000     0.120     0.059     0.143     0.000     0.200     0.050     0.000     0.032     0.027    25.000     1.000    -1.000129434.000     3.621
     0.000     0.048     0.000     0.000     0.000     0.000     0.000     0.050     0.000     0.000     0.000    22.000    -1.000    -1.000129435.000     3.226
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    20.000     1.000    -1.000129436.000     3.044
     0.000     0.238     0.120     0.118     0.286     0.083     0.200     0.050     0.000     0.000     0.135    26.000     1.000    -1.000129437.000     3.996
     0.500     0.429     0.440     0.235     0.429     0.500     0.600     0.500     0.286     0.258     0.378    30.000    -1.000    -1.000129438.000     5.736
     0.000     0.238     0.160     0.000     0.143     0.000     0.200     0.050     0.071     0.000     0.189    22.000    -1.000    -1.000129439.000     3.656
     0.000     0.048     0.040     0.059     0.000     0.000     0.000     0.050     0.000     0.000     0.000    23.000    -1.000    -1.000129440.000     3.373
     1.000     0.857     1.000     1.000     0.857     0.917     0.400     0.400     0.143     0.161     0.162    25.000    -1.000    -1.000129441.000     7.264
     0.000     0.000     0.040     0.000     0.000     0.250     0.200     0.000     0.000     0.000     0.000    22.000    -1.000    -1.000129442.000     3.351
