"Identifiers","demographics,CandID","demographics_eligibility,parent1_education","demographics_eligibility,parent1_relationship","demographics_eligibility,parent2_education","demographics_eligibility,parent2_relationship"
"JE000418_04,bcpBSLERP2x4m","960432","college","biological_mother","college","biological_father"
"JE000418_04,bcpBSLERP2x7m","960432",".",".",".","."
"JE000418_04,bcpCFP","960432",".",".",".","."
"JE000425_01,bcpParent2Visit1","12873",".",".",".","."
"JE000425_02,bcpBiomomVisit1","322454",".",".",".","."
"JE000425_04,bcpBSLERP2x10m","805063",".",".",".","."
"JE000425_04,bcpBSLERP2x13m","805063",".",".",".","."
"JE000425_04,bcpBSLERP2x18m","805063",".",".",".","."
"JE000425_04,bcpBSLERP2x24m","805063",".",".",".","."
"JE000425_04,bcpBSLERP2x30m","805063",".",".",".","."
"JE000425_04,bcpBSLERP2x4m","805063","college","biological_mother","college","biological_father"
"JE000425_04,bcpBSLERP2x7m","805063",".",".",".","."
"JE000425_04,bcpCFP","805063",".",".",".","."
"JE000429_02,bcpBiomomVisit1","482995",".",".",".","."
"JE000431_01,bcpParent2Visit1","246629",".",".",".","."
"JE000431_02,bcpBiomomVisit1","970141",".",".",".","."
"JE000431_05,bcpBSLERP4x12m","621289",".",".",".","."
"JE000431_05,bcpBSLERP4x15m","621289",".",".",".","."
"JE000431_05,bcpBSLERP4x18m","621289",".",".",".","."
"JE000431_05,bcpBSLERP4x24m","621289",".",".",".","."
"JE000431_05,bcpBSLERP4x6m","621289","college","biological_mother","grad","non_specified"
"JE000431_05,bcpBSLERP4x9m","621289",".",".",".","."
"JE000431_05,bcpCFP","621289",".",".",".","."
"JE000432_01,bcpParent2Visit1","752402",".",".",".","."
"JE000432_02,bcpBiomomVisit1","465721",".",".",".","."
"JE000432_05,bcpBSLERP4x12m","470431",".",".",".","."
"JE000432_05,bcpBSLERP4x15m","470431",".",".",".","."
"JE000432_05,bcpBSLERP4x18m","470431",".",".",".","."
"JE000432_05,bcpBSLERP4x24m","470431",".",".",".","."
"JE000432_05,bcpBSLERP4x30m","470431",".",".",".","."
"JE000432_05,bcpBSLERP4x6m","470431","college","biological_mother","college","non_specified"
"JE000432_05,bcpBSLERP4x9m","470431",".",".",".","."
"JE000432_05,bcpCFP","470431",".",".",".","."
"JE000444_01,bcpParent2Visit1","821662",".",".",".","."
"JE000444_02,bcpBiomomVisit1","503205",".",".",".","."
"JE000444_03,bcpBSLERP1x12m","812574",".",".",".","."
"JE000444_03,bcpBSLERP1x18m","812574",".",".",".","."
"JE000444_03,bcpBSLERP1x24m","812574",".",".",".","."
"JE000444_03,bcpBSLERP1x30m","812574",".",".",".","."
"JE000444_03,bcpBSLERP1x3m","812574","some_grad","biological_mother","college","biological_father"
"JE000444_03,bcpBSLERP1x6m","812574",".",".",".","."
"JE000444_03,bcpBSLERP1x9m","812574",".",".",".","."
"JE000445_01,bcpParent2Visit1","128075",".",".",".","."
"JE000445_02,bcpBiomomVisit1","119470",".",".",".","."
"JE000445_03,bcpBSLERP1x12m","116056",".",".",".","."
"JE000445_03,bcpBSLERP1x18m","116056",".",".",".","."
"JE000445_03,bcpBSLERP1x24m","116056",".",".",".","."
"JE000445_03,bcpBSLERP1x30m","116056",".",".",".","."
"JE000445_03,bcpBSLERP1x3m","116056","grad","biological_mother","some_college","biological_father"
"JE000445_03,bcpBSLERP1x6m","116056",".",".",".","."
"JE000445_03,bcpBSLERP1x9m","116056",".",".",".","."
"JE000452_03,bcpELISONx12m","683099","college","biological_mother","grad","not_answered"
"JE000456_01,bcpParent2Visit1","525310",".",".",".","."
"JE000456_02,bcpBiomomVisit1","20784",".",".",".","."
"JE000456_04,bcpBSLERP1x12m","883901",".",".",".","."
"JE000456_04,bcpBSLERP1x18m","883901",".",".",".","."
"JE000456_04,bcpBSLERP1x24m","883901",".",".",".","."
"JE000456_04,bcpBSLERP1x30m","883901",".",".",".","."
"JE000456_04,bcpBSLERP1x3m","883901","grad","biological_mother","some_grad","biological_father"
"JE000456_04,bcpBSLERP1x6m","883901",".",".",".","."
"JE000456_04,bcpBSLERP1x9m","883901",".",".",".","."
"JE000456_04,bcpCFP","883901",".",".",".","."
"JE000459_01,bcpParent2Visit1","176707",".",".",".","."
"JE000459_02,bcpBiomomVisit1","413885",".",".",".","."
"JE000459_03,bcpBSLERP2x10m","838827",".",".",".","."
"JE000459_03,bcpBSLERP2x13m","838827",".",".",".","."
"JE000459_03,bcpBSLERP2x18m","838827",".",".",".","."
"JE000459_03,bcpBSLERP2x24m","838827",".",".",".","."
"JE000459_03,bcpBSLERP2x4m","838827","some_college","biological_mother","college","biological_father"
"JE000459_03,bcpBSLERP2x7m","838827",".",".",".","."
"JE000460_02,bcpBiomomVisit1","478728",".",".",".","."
"JE000461_01,bcpParent2Visit1","358740",".",".",".","."
"JE000461_02,bcpBiomomVisit1","415786",".",".",".","."
"JE000461_03,bcpBSLERP1x12m","406768",".",".",".","."
"JE000461_03,bcpBSLERP1x18m","406768",".",".",".","."
"JE000461_03,bcpBSLERP1x24m","406768",".",".",".","."
"JE000461_03,bcpBSLERP1x30m","406768",".",".",".","."
"JE000461_03,bcpBSLERP1x3m","406768","grad","biological_mother","college","biological_father"
"JE000461_03,bcpBSLERP1x6m","406768",".",".",".","."
"JE000461_03,bcpBSLERP1x9m","406768",".",".",".","."
"JE000461_03,bcpCFP","406768",".",".",".","."
"JE000462_04,bcpELISONx3m","787525","grad","biological_mother","grad","not_answered"
"JE000463_01,bcpParent2Visit1","944600",".",".",".","."
"JE000463_02,bcpBiomomVisit1","52157",".",".",".","."
"JE000463_04,bcpBSLERP1x12m","940808",".",".",".","."
"JE000463_04,bcpBSLERP1x18m","940808",".",".",".","."
"JE000463_04,bcpBSLERP1x24m","940808",".",".",".","."
"JE000463_04,bcpBSLERP1x30m","940808",".",".",".","."
"JE000463_04,bcpBSLERP1x3m","940808","grad","biological_mother","grad","biological_father"
"JE000463_04,bcpBSLERP1x6m","940808",".",".",".","."
"JE000463_04,bcpBSLERP1x9m","940808",".",".",".","."
"JE000463_04,bcpCFP","940808",".",".",".","."
"JE000466_01,bcpParent2Visit1","415246",".",".",".","."
"JE000466_02,bcpBiomomVisit1","884169",".",".",".","."
"JE000466_03,bcpBSLERP1x12m","939785",".",".",".","."
"JE000466_03,bcpBSLERP1x18m","939785",".",".",".","."
"JE000466_03,bcpBSLERP1x24m","939785",".",".",".","."
"JE000466_03,bcpBSLERP1x3m","939785","grad","biological_mother","grad","biological_father"
"JE000466_03,bcpBSLERP1x6m","939785",".",".",".","."
"JE000466_03,bcpBSLERP1x9m","939785",".",".",".","."
"JE000471_01,bcpParent2Visit1","716557",".",".",".","."
"JE000471_02,bcpBiomomVisit1","176411",".",".",".","."
"JE000471_03,bcpBSLERP4x12m","752770",".",".",".","."
"JE000471_03,bcpBSLERP4x15m","752770",".",".",".","."
"JE000471_03,bcpBSLERP4x18m","752770",".",".",".","."
"JE000471_03,bcpBSLERP4x24m","752770",".",".",".","."
"JE000471_03,bcpBSLERP4x30m","752770",".",".",".","."
"JE000471_03,bcpBSLERP4x6m","752770","grad","biological_mother","grad","non_specified"
"JE000471_03,bcpBSLERP4x9m","752770",".",".",".","."
"JE000477_03,bcpELISONx12m","826398","grad","biological_mother","grad","not_answered"
"JE000478_01,bcpParent2Visit1","696871",".",".",".","."
"JE000478_02,bcpBiomomVisit1","1995",".",".",".","."
"JE000478_04,bcpBSLERP4x12m","105040",".",".",".","."
"JE000478_04,bcpBSLERP4x15m","105040",".",".",".","."
"JE000478_04,bcpBSLERP4x18m","105040",".",".",".","."
"JE000478_04,bcpBSLERP4x24m","105040",".",".",".","."
"JE000478_04,bcpBSLERP4x30m","105040",".",".",".","."
"JE000478_04,bcpBSLERP4x6m","105040","some_grad","non_specified","grad","non_specified"
"JE000478_04,bcpBSLERP4x9m","105040",".",".",".","."
"JE000479_01,bcpParent2Visit1","321307",".",".",".","."
"JE000479_02,bcpBiomomVisit1","404241",".",".",".","."
"JE000479_04,bcpBSLERP4x12m","544404",".",".",".","."
"JE000479_04,bcpBSLERP4x15m","544404",".",".",".","."
"JE000479_04,bcpBSLERP4x18m","544404",".",".",".","."
"JE000479_04,bcpBSLERP4x24m","544404",".",".",".","."
"JE000479_04,bcpBSLERP4x6m","544404","some_college","biological_mother","grad","non_specified"
"JE000479_04,bcpBSLERP4x9m","544404",".",".",".","."
"JE000500_02,bcpBiomomVisit1","33730",".",".",".","."
"JE000500_03,bcpBSLERP1x12m","879509",".",".",".","."
"JE000500_03,bcpBSLERP1x18m","879509",".",".",".","."
"JE000500_03,bcpBSLERP1x24m","879509",".",".",".","."
"JE000500_03,bcpBSLERP1x30m","879509",".",".",".","."
"JE000500_03,bcpBSLERP1x3m","879509","grad","biological_mother","college","nonbio_mother"
"JE000500_03,bcpBSLERP1x6m","879509",".",".",".","."
"JE000500_03,bcpBSLERP1x9m","879509",".",".",".","."
"JE000500_03,bcpCFP","879509",".",".",".","."
"JE000509_01,bcpParent2Visit1","74192",".",".",".","."
"JE000509_02,bcpBiomomVisit1","457901",".",".",".","."
"JE000509_03,bcpBSLERP3x11m","978698",".",".",".","."
"JE000509_03,bcpBSLERP3x14m","978698",".",".",".","."
"JE000509_03,bcpBSLERP3x18m","978698",".",".",".","."
"JE000509_03,bcpBSLERP3x24m","978698",".",".",".","."
"JE000509_03,bcpBSLERP3x30m","978698",".",".",".","."
"JE000509_03,bcpBSLERP3x5m","978698","some_college","biological_mother","some_college","non_specified"
"JE000509_03,bcpBSLERP3x8m","978698",".",".",".","."
"JE000509_03,bcpCFP","978698",".",".",".","."
"JE000510_01,bcpParent2Visit1","389753",".",".",".","."
"JE000510_02,bcpBiomomVisit1","183117",".",".",".","."
"JE000510_04,bcpBSLERP3x11m","295081",".",".",".","."
"JE000510_04,bcpBSLERP3x14m","295081",".",".",".","."
"JE000510_04,bcpBSLERP3x18m","295081",".",".",".","."
"JE000510_04,bcpBSLERP3x24m","295081",".",".",".","."
"JE000510_04,bcpBSLERP3x30m","295081",".",".",".","."
"JE000510_04,bcpBSLERP3x5m","295081","grad","biological_mother","college","non_specified"
"JE000510_04,bcpBSLERP3x8m","295081",".",".",".","."
"JE000511_03,bcpELISONx6m","878949","college","biological_mother","high","not_answered"
"JE000513_05,bcpELISONx6m","376673","college","biological_mother","some_college","not_answered"
"JE000514_05,bcpELISONx3m","704148","grad","biological_mother","college","not_answered"
"JE000516_04,bcpELISONx3m","824479","grad","biological_mother","grad","not_answered"
"JE000519_03,bcpELISONx3m","200919","grad","biological_mother","college","not_answered"
"JE000522_01,bcpParent2Visit1","784300",".",".",".","."
"JE000522_02,bcpBiomomVisit1","966822",".",".",".","."
"JE000522_04,bcpBSLERP3x11m","469900",".",".",".","."
"JE000522_04,bcpBSLERP3x14m","469900",".",".",".","."
"JE000522_04,bcpBSLERP3x18m","469900",".",".",".","."
"JE000522_04,bcpBSLERP3x24m","469900",".",".",".","."
"JE000522_04,bcpBSLERP3x5m","469900","grad","biological_mother","college","non_specified"
"JE000522_04,bcpBSLERP3x8m","469900",".",".",".","."
"JE000522_04,bcpCFP","469900",".",".",".","."
"JE000563_01,bcpParent2Visit1","253648",".",".",".","."
"JE000563_02,bcpBiomomVisit1","672463",".",".",".","."
"JE000563_04,bcpBSLERP2x10m","645257",".",".",".","."
"JE000563_04,bcpBSLERP2x13m","645257",".",".",".","."
"JE000563_04,bcpBSLERP2x18m","645257",".",".",".","."
"JE000563_04,bcpBSLERP2x24m","645257",".",".",".","."
"JE000563_04,bcpBSLERP2x4m","645257","college","biological_mother","college","biological_father"
"JE000563_04,bcpBSLERP2x7m","645257",".",".",".","."
"JE000564_01,bcpParent2Visit1","621462",".",".",".","."
"JE000564_02,bcpBiomomVisit1","190197",".",".",".","."
"JE000566_04,bcpE1x34m","816406","some_college","biological_mother","some_college","biological_father"
"JE000566_04,bcpE1x37m","816406","some_college","biological_mother","some_college","biological_father"
"JE000567_01,bcpParent2Visit1","511461",".",".",".","."
"JE000567_02,bcpBiomomVisit1","340317",".",".",".","."
"JE000567_04,bcpBSLERP4x12m","401592",".",".",".","."
"JE000567_04,bcpBSLERP4x15m","401592",".",".",".","."
"JE000567_04,bcpBSLERP4x18m","401592",".",".",".","."
"JE000567_04,bcpBSLERP4x24m","401592",".",".",".","."
"JE000567_04,bcpBSLERP4x30m","401592",".",".",".","."
"JE000567_04,bcpBSLERP4x6m","401592","grad","biological_mother","college","biological_father"
"JE000567_04,bcpBSLERP4x9m","401592",".",".",".","."
"JE000568_01,bcpParent2Visit1","585845",".",".",".","."
"JE000568_02,bcpBiomomVisit1","423766",".",".",".","."
"JE000568_04,bcpBSLERP3x11m","198202",".",".",".","."
"JE000568_04,bcpBSLERP3x14m","198202",".",".",".","."
"JE000568_04,bcpBSLERP3x18m","198202",".",".",".","."
"JE000568_04,bcpBSLERP3x24m","198202",".",".",".","."
"JE000568_04,bcpBSLERP3x30m","198202",".",".",".","."
"JE000568_04,bcpBSLERP3x5m","198202","some_college","biological_mother","some_college","biological_father"
"JE000568_04,bcpBSLERP3x8m","198202",".",".",".","."
"JE000568_04,bcpCFP","198202",".",".",".","."
"JE000572_01,bcpParent2Visit1","974308",".",".",".","."
"JE000572_02,bcpBiomomVisit1","968444",".",".",".","."
"JE000572_03,bcpBSLERP4x12m","284149",".",".",".","."
"JE000572_03,bcpBSLERP4x15m","284149",".",".",".","."
"JE000572_03,bcpBSLERP4x18m","284149",".",".",".","."
"JE000572_03,bcpBSLERP4x24m","284149",".",".",".","."
"JE000572_03,bcpBSLERP4x30m","284149",".",".",".","."
"JE000572_03,bcpBSLERP4x6m","284149","grad","biological_mother","some_grad","biological_father"
"JE000572_03,bcpBSLERP4x9m","284149",".",".",".","."
"JE000572_03,bcpCFP","284149",".",".",".","."
"JE000574_04,bcpELISONx24m","851956","grad","biological_mother","college","not_answered"
"JE000576_03,bcpELISONx12m","147207","grad","biological_mother","grad","biological_father"
"JE000577_05,bcpELISONx12m","302746","grad","biological_mother","some_college","biological_father"
"JE000578_06,bcpELISONx12m","115072","college","biological_mother","grad","biological_father"
"JE000877_05,bcpCFP","709477",".",".",".","."
"JE000877_05,bcpELISONx12m","709477","grad","biological_mother","grad","biological_father"
"JE000878_02,bcpBiomomVisit1","982354",".",".",".","."
"JE000878_05,bcpCFP","633038",".",".",".","."
"JE000878_05,bcpELISONx12m","633038","college","biological_mother","some_college","not_answered"
"JE000878_05,bcpELISONx24m","633038","","","",""
"JE000880_01,bcpParent2Visit1","226960",".",".",".","."
"JE000880_02,bcpBiomomVisit1","950960",".",".",".","."
"JE000880_03,bcpELISONx12m","705639","","","",""
"JE000880_03,bcpELISONx9m","705639","grad","biological_mother","college","biological_father"
"MNBCP000018_01,bcpParent2Visit1","898661",".",".",".","."
"MNBCP000018_02,bcpBiomomVisit1","48138",".",".",".","."
"MNBCP000018_04,bcpA3x11m","993015",".",".",".","."
"MNBCP000018_04,bcpA3x14m","993015",".",".",".","."
"MNBCP000018_04,bcpA3x24m","993015",".",".",".","."
"MNBCP000018_04,bcpA3x2m","993015","grad","biological_mother","college","biological_father"
"MNBCP000018_04,bcpA3x5m","993015",".",".",".","."
"MNBCP000018_04,bcpA3x8m","993015",".",".",".","."
"MNBCP000029_01,bcpParent2Visit1","888780",".",".",".","."
"MNBCP000029_02,bcpBiomomVisit1","375107",".",".",".","."
"MNBCP000029_03,bcpA2x10m","981854",".",".",".","."
"MNBCP000029_03,bcpA2x13m","981854",".",".",".","."
"MNBCP000029_03,bcpA2x1m","981854","grad","biological_mother","grad","biological_father"
"MNBCP000029_03,bcpA2x24m","981854",".",".",".","."
"MNBCP000029_03,bcpA2x4m","981854",".",".",".","."
"MNBCP000029_03,bcpA2x7m","981854",".",".",".","."
"MNBCP000029_03,bcpCFP","981854",".",".",".","."
"MNBCP000034_01,bcpParent2Visit1","815216",".",".",".","."
"MNBCP000034_02,bcpBiomomVisit1","964936",".",".",".","."
"MNBCP000034_04,bcpA3x11m","552990",".",".",".","."
"MNBCP000034_04,bcpA3x14m","552990",".",".",".","."
"MNBCP000034_04,bcpA3x24m","552990",".",".",".","."
"MNBCP000034_04,bcpA3x2m","552990","grad","biological_mother","grad","biological_father"
"MNBCP000034_04,bcpA3x5m","552990",".",".",".","."
"MNBCP000034_04,bcpA3x8m","552990",".",".",".","."
"MNBCP000034_04,bcpCFP","552990",".",".",".","."
"MNBCP000035_01,bcpParent2Visit1","836311",".",".",".","."
"MNBCP000035_02,bcpBiomomVisit1","402441",".",".",".","."
"MNBCP000035_04,bcpA2x10m","198549",".",".",".","."
"MNBCP000035_04,bcpA2x13m","198549",".",".",".","."
"MNBCP000035_04,bcpA2x1m","198549","grad","biological_mother","college","biological_father"
"MNBCP000035_04,bcpA2x24m","198549",".",".",".","."
"MNBCP000035_04,bcpA2x4m","198549",".",".",".","."
"MNBCP000035_04,bcpA2x7m","198549",".",".",".","."
"MNBCP000035_04,bcpCFP","198549",".",".",".","."
"MNBCP000037_01,bcpParent2Visit1","265588",".",".",".","."
"MNBCP000037_02,bcpBiomomVisit1","133077",".",".",".","."
"MNBCP000037_03,bcpA3x2m","415958","","","",""
"MNBCP000038_01,bcpParent2Visit1","175262",".",".",".","."
"MNBCP000038_02,bcpBiomomVisit1","223289",".",".",".","."
"MNBCP000038_04,bcpA3x11m","726893",".",".",".","."
"MNBCP000038_04,bcpA3x14m","726893",".",".",".","."
"MNBCP000038_04,bcpA3x24m","726893",".",".",".","."
"MNBCP000038_04,bcpA3x2m","726893","grad","biological_mother","some_college","biological_father"
"MNBCP000038_04,bcpA3x5m","726893",".",".",".","."
"MNBCP000038_04,bcpA3x8m","726893",".",".",".","."
"MNBCP000038_04,bcpCFP","726893",".",".",".","."
"MNBCP000039_01,bcpParent2Visit1","6635",".",".",".","."
"MNBCP000039_02,bcpBiomomVisit1","457548",".",".",".","."
"MNBCP000039_04,bcpD2x19m","282791","college","biological_mother","some_college","biological_father"
"MNBCP000039_04,bcpD2x25m","282791",".",".",".","."
"MNBCP000039_04,bcpD2x31m","282791",".",".",".","."
"MNBCP000040_01,bcpParent2Visit1","225723",".",".",".","."
"MNBCP000040_02,bcpBiomomVisit1","878596",".",".",".","."
"MNBCP000040_03,bcpA3x11m","381606",".",".",".","."
"MNBCP000040_03,bcpA3x2m","381606","some_grad","biological_mother","college","non_specified"
"MNBCP000040_03,bcpA3x5m","381606",".",".",".","."
"MNBCP000040_03,bcpA3x8m","381606",".",".",".","."
"MNBCP000041_01,bcpParent2Visit1","907107",".",".",".","."
"MNBCP000041_02,bcpBiomomVisit1","812039",".",".",".","."
"MNBCP000041_03,bcpB1x12m","469090",".",".",".","."
"MNBCP000041_03,bcpB1x15m","469090",".",".",".","."
"MNBCP000041_03,bcpB1x18m","469090",".",".",".","."
"MNBCP000041_03,bcpB1x21m","469090",".",".",".","."
"MNBCP000041_03,bcpB1x24m","469090",".",".",".","."
"MNBCP000041_03,bcpB1x9m","469090","college","biological_mother","college","biological_father"
"MNBCP000041_03,bcpCFP","469090",".",".",".","."
"MNBCP000041_03,bcpELISONx3m","469090","college","biological_mother","college","biological_father"
"MNBCP000042_01,bcpParent2Visit1","117532",".",".",".","."
"MNBCP000042_02,bcpBiomomVisit1","957492",".",".",".","."
"MNBCP000042_06,bcpB1x9m","258397",".",".",".","."
"MNBCP000052_01,bcpParent2Visit1","375539",".",".",".","."
"MNBCP000052_02,bcpBiomomVisit1","442195",".",".",".","."
"MNBCP000052_04,bcpCFP","675362",".",".",".","."
"MNBCP000052_04,bcpD1x18m","675362","grad","biological_mother","college","biological_father"
"MNBCP000052_04,bcpD1x24m","675362",".",".",".","."
"MNBCP000052_04,bcpD1x36m","675362",".",".",".","."
"MNBCP000052_04,bcpD1x42m","675362",".",".",".","."
"MNBCP000053_01,bcpParent2Visit1","218129",".",".",".","."
"MNBCP000053_02,bcpBiomomVisit1","396170",".",".",".","."
"MNBCP000053_03,bcpA2x1m","584381","grad","biological_mother","college","biological_father"
"MNBCP000053_03,bcpA2x4m","584381",".",".",".","."
"MNBCP000053_03,bcpA2x7m","584381",".",".",".","."
"MNBCP000053_03,bcpCFP","584381",".",".",".","."
"MNBCP000054_01,bcpParent2Visit1","693817",".",".",".","."
"MNBCP000054_02,bcpBiomomVisit1","100048",".",".",".","."
"MNBCP000054_04,bcpCFP","266437",".",".",".","."
"MNBCP000054_04,bcpD1x18m","266437","grad","biological_mother","college","biological_father"
"MNBCP000054_04,bcpD1x24m","266437",".",".",".","."
"MNBCP000054_04,bcpD1x36m","266437",".",".",".","."
"MNBCP000054_04,bcpD1x42m","266437",".",".",".","."
"MNBCP000055_01,bcpParent2Visit1","551241",".",".",".","."
"MNBCP000055_02,bcpBiomomVisit1","743597",".",".",".","."
"MNBCP000055_03,bcpCFP","661045",".",".",".","."
"MNBCP000055_03,bcpD1x18m","661045","grad","biological_mother","grad","biological_father"
"MNBCP000055_03,bcpD1x24m","661045",".",".",".","."
"MNBCP000055_03,bcpD1x36m","661045",".",".",".","."
"MNBCP000055_03,bcpD1x42m","661045",".",".",".","."
"MNBCP000056_03,bcpE1x55m","270471","grad","biological_mother","grad","biological_father"
"MNBCP000057_02,bcpBiomomVisit1","641446",".",".",".","."
"MNBCP000057_05,bcpA2x1m","761141","college","biological_mother","college","non_specified"
"MNBCP000059_01,bcpParent2Visit1","643333",".",".",".","."
"MNBCP000059_02,bcpBiomomVisit1","587885",".",".",".","."
"MNBCP000059_06,bcpCFP","601017",".",".",".","."
"MNBCP000059_06,bcpD2x19m","601017","some_grad","biological_mother","grad","biological_father"
"MNBCP000059_06,bcpD2x25m","601017",".",".",".","."
"MNBCP000059_06,bcpD2x31m","601017",".",".",".","."
"MNBCP000059_06,bcpD2x37m","601017",".",".",".","."
"MNBCP000059_06,bcpD2x43m","601017",".",".",".","."
"MNBCP000060_01,bcpParent2Visit1","114078",".",".",".","."
"MNBCP000060_02,bcpBiomomVisit1","957439",".",".",".","."
"MNBCP000060_05,bcpA3x11m","981664",".",".",".","."
"MNBCP000060_05,bcpA3x14m","981664",".",".",".","."
"MNBCP000060_05,bcpA3x24m","981664",".",".",".","."
"MNBCP000060_05,bcpA3x2m","981664","grad","biological_mother","college","biological_father"
"MNBCP000060_05,bcpA3x5m","981664",".",".",".","."
"MNBCP000060_05,bcpA3x8m","981664",".",".",".","."
"MNBCP000060_05,bcpCFP","981664",".",".",".","."
"MNBCP000061_01,bcpParent2Visit1","578320",".",".",".","."
"MNBCP000061_02,bcpBiomomVisit1","723526",".",".",".","."
"MNBCP000061_04,bcpA3x11m","684448",".",".",".","."
"MNBCP000061_04,bcpA3x14m","684448",".",".",".","."
"MNBCP000061_04,bcpA3x2m","684448","grad","biological_mother","college","biological_father"
"MNBCP000061_04,bcpA3x5m","684448",".",".",".","."
"MNBCP000061_04,bcpA3x8m","684448",".",".",".","."
"MNBCP000061_04,bcpCFP","684448",".",".",".","."
"MNBCP000062_02,bcpBiomomVisit1","925936",".",".",".","."
"MNBCP000062_06,bcpCFP","234130",".",".",".","."
"MNBCP000062_06,bcpD2x19m","234130","grad","biological_mother","not_answered","not_answered"
"MNBCP000062_06,bcpD2x25m","234130",".",".",".","."
"MNBCP000062_06,bcpD2x31m","234130",".",".",".","."
"MNBCP000062_06,bcpD2x37m","234130",".",".",".","."
"MNBCP000062_06,bcpD2x43m","234130",".",".",".","."
"MNBCP000068_01,bcpParent2Visit1","515611",".",".",".","."
"MNBCP000068_02,bcpBiomomVisit1","883152",".",".",".","."
"MNBCP000068_03,bcpCFP","676274",".",".",".","."
"MNBCP000068_03,bcpD2x19m","676274","grad","biological_mother","grad","biological_father"
"MNBCP000068_03,bcpD2x25m","676274",".",".",".","."
"MNBCP000068_03,bcpD2x31m","676274",".",".",".","."
"MNBCP000068_03,bcpD2x37m","676274",".",".",".","."
"MNBCP000068_03,bcpD2x43m","676274",".",".",".","."
"MNBCP000069_01,bcpParent2Visit1","96301",".",".",".","."
"MNBCP000069_02,bcpBiomomVisit1","505849",".",".",".","."
"MNBCP000069_03,bcpCFP","176851",".",".",".","."
"MNBCP000069_03,bcpD3x20m","176851","grad","biological_mother","college","biological_father"
"MNBCP000069_03,bcpD3x26m","176851",".",".",".","."
"MNBCP000069_03,bcpD3x32m","176851",".",".",".","."
"MNBCP000069_03,bcpD3x38m","176851",".",".",".","."
"MNBCP000069_03,bcpD3x44m","176851",".",".",".","."
"MNBCP000070_01,bcpParent2Visit1","709867",".",".",".","."
"MNBCP000070_02,bcpBiomomVisit1","594390",".",".",".","."
"MNBCP000070_04,bcpC1x15m","590275","college","biological_mother","some_college","biological_father"
"MNBCP000070_04,bcpCFP","590275",".",".",".","."
"MNBCP000072_01,bcpParent2Visit1","241351",".",".",".","."
"MNBCP000072_02,bcpBiomomVisit1","867563",".",".",".","."
"MNBCP000072_04,bcpB1x12m","933910",".",".",".","."
"MNBCP000072_04,bcpB1x15m","933910",".",".",".","."
"MNBCP000072_04,bcpB1x18m","933910",".",".",".","."
"MNBCP000072_04,bcpB1x24m","933910",".",".",".","."
"MNBCP000072_04,bcpB1x9m","933910","grad","biological_mother","grad","biological_father"
"MNBCP000072_04,bcpCFP","933910",".",".",".","."
"MNBCP000073_01,bcpParent2Visit1","28161",".",".",".","."
"MNBCP000073_02,bcpBiomomVisit1","45261",".",".",".","."
"MNBCP000073_04,bcpC2x16m","519250","college","biological_mother","college","biological_father"
"MNBCP000073_04,bcpC2x22m","519250",".",".",".","."
"MNBCP000073_04,bcpC2x28m","519250",".",".",".","."
"MNBCP000073_04,bcpC2x34m","519250",".",".",".","."
"MNBCP000073_04,bcpCFP","519250",".",".",".","."
"MNBCP000075_01,bcpParent2Visit1","883617",".",".",".","."
"MNBCP000075_02,bcpBiomomVisit1","82424",".",".",".","."
"MNBCP000075_03,bcpC3x17m","826360","grad","biological_mother","some_grad","biological_father"
"MNBCP000075_03,bcpC3x23m","826360",".",".",".","."
"MNBCP000075_03,bcpC3x29m","826360",".",".",".","."
"MNBCP000075_03,bcpC3x35m","826360",".",".",".","."
"MNBCP000075_03,bcpCFP","826360",".",".",".","."
"MNBCP000076_01,bcpParent2Visit1","757643",".",".",".","."
"MNBCP000076_02,bcpBiomomVisit1","995102",".",".",".","."
"MNBCP000076_04,bcpC2x16m","908191","some_college","biological_mother","some_college","biological_father"
"MNBCP000076_04,bcpC2x22m","908191",".",".",".","."
"MNBCP000076_04,bcpC2x28m","908191",".",".",".","."
"MNBCP000076_04,bcpC2x34m","908191",".",".",".","."
"MNBCP000076_04,bcpCFP","908191",".",".",".","."
"MNBCP000078_01,bcpParent2Visit1","481321",".",".",".","."
"MNBCP000078_02,bcpBiomomVisit1","816288",".",".",".","."
"MNBCP000078_06,bcpCFP","583494",".",".",".","."
"MNBCP000078_06,bcpD3x20m","583494","grad","biological_mother","grad","biological_father"
"MNBCP000078_06,bcpD3x26m","583494",".",".",".","."
"MNBCP000078_06,bcpD3x32m","583494",".",".",".","."
"MNBCP000078_06,bcpD3x38m","583494",".",".",".","."
"MNBCP000078_06,bcpD3x44m","583494",".",".",".","."
"MNBCP000079_01,bcpParent2Visit1","469379",".",".",".","."
"MNBCP000079_02,bcpBiomomVisit1","853992",".",".",".","."
"MNBCP000079_03,bcpA2x1m","495082","college","biological_mother","some_college","biological_father"
"MNBCP000080_01,bcpParent2Visit1","516746",".",".",".","."
"MNBCP000080_02,bcpBiomomVisit1","747241",".",".",".","."
"MNBCP000080_05,bcpCFP","107842",".",".",".","."
"MNBCP000080_05,bcpD2x19m","107842","some_college","biological_mother","some_college","biological_father"
"MNBCP000080_05,bcpD2x25m","107842",".",".",".","."
"MNBCP000080_05,bcpD2x31m","107842",".",".",".","."
"MNBCP000080_05,bcpD2x37m","107842",".",".",".","."
