demo.CandID,demo.age_bin,sounds,animals,vehicles,toys,food,clothing,body,items,furniture,outside,places,people,games,actions,descriptive,time,pronouns,questions,prepositions,quant,helping,connecting,WORD_FORMS_NOUNS,WORD_FORMS_VERBS,WORD_ENDINGS_NOUNS,WORD_ENDINGS_VERBS,COMPLEXITY
868724,20,0.6666666666666666,0.13953488372093023,0.21428571428571427,0.3333333333333333,0.20588235294117646,0.17857142857142858,0.5185185185185185,0.06,0.06060606060606061,0.1935483870967742,0,0.13793103448275862,0.72,0.019417475728155338,0.07936507936507936,0,0,0,0.07692307692307693,0,0,0,0.4,0.05,0,0,0
868724,26,1,0.6976744186046512,0.6428571428571429,0.5555555555555556,0.5441176470588235,0.75,0.8888888888888888,0.62,0.48484848484848486,0.6451612903225806,0.4090909090909091,0.4482758620689655,0.96,0.9320388349514563,0.8253968253968254,0.08333333333333333,0,0.42857142857142855,0.11538461538461539,0.23529411764705882,0,0,0.4,0,0,0,0.08108108108108109
883901,30,0.9166666666666666,0.8837209302325582,0.8571428571428571,1,0.9264705882352942,0.8214285714285714,1,0.82,0.9090909090909091,0.967741935483871,0.8636363636363636,0.8275862068965517,0.96,0.9514563106796117,0.9682539682539683,0.5833333333333334,0.84,1,0.9615384615384616,0.9411764705882353,0.9047619047619048,0.8333333333333334,0.6,0.7,0.21428571428571427,0.45161290322580644,0.8108108108108109
907184,28,0.5,0.5348837209302325,0.5714285714285714,0.4444444444444444,0.6617647058823529,0.39285714285714285,0.8148148148148148,0.48,0.6060606060606061,0.2903225806451613,0.22727272727272727,0.3793103448275862,0.56,0.1941747572815534,0.20634920634920634,0.08333333333333333,0.2,0,0.15384615384615385,0.058823529411764705,0.047619047619047616,0,0,0.05,0,0,0.10810810810810811
908191,28,1,1,1,0.8888888888888888,0.9264705882352942,0.8928571428571429,0.9259259259259259,0.96,0.7878787878787878,1,0.7727272727272727,0.896551724137931,1,0.941747572815534,0.9523809523809523,0.5833333333333334,1,0.7142857142857143,0.8846153846153846,0.8823529411764706,0.8571428571428571,0.8333333333333334,0.4,0.7,0.14285714285714285,0.5483870967741935,0.972972972972973
912823,26,0.25,0.023255813953488372,0.07142857142857142,0.16666666666666666,0.04411764705882353,0.14285714285714285,0.037037037037037035,0,0.2727272727272727,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0,0.4,0.05,0,0,0.02702702702702703
927564,30,0.9166666666666666,0.7906976744186046,0.7142857142857143,0.5555555555555556,0.4264705882352941,0.42857142857142855,0.5555555555555556,0.32,0.21212121212121213,0.2903225806451613,0.13636363636363635,0.3448275862068966,0.84,0.3592233009708738,0.6825396825396826,0.5,0.2,0.2857142857142857,0.34615384615384615,0.29411764705882354,0.2857142857142857,0,0.6,0.3,0,0.03225806451612903,0.16216216216216217
932286,30,0.9166666666666666,0.9069767441860465,1,0.8333333333333334,0.8088235294117647,0.7142857142857143,0.9629629629629629,0.54,0.5757575757575758,0.41935483870967744,0.4090909090909091,0.6551724137931034,0.88,0.7475728155339806,0.746031746031746,0.5,0.68,0.8571428571428571,0.8076923076923077,0.7058823529411765,0.9523809523809523,0.6666666666666666,0.6,0.55,0.21428571428571427,0.3225806451612903,0.7567567567567568
940808,30,1,1,1,1,0.9264705882352942,1,1,0.98,0.9696969696969697,0.9354838709677419,0.9545454545454546,0.9310344827586207,1,0.9902912621359223,0.9682539682539683,0.9166666666666666,0.92,0.8571428571428571,0.9230769230769231,1,0.9523809523809523,1,1,0.85,0.07142857142857142,0.03225806451612903,0.7297297297297297
960432,30,0.8333333333333334,0.6744186046511628,0.7142857142857143,0.6111111111111112,0.5735294117647058,0.6428571428571429,0.8148148148148148,0.6,0.42424242424242425,0.6129032258064516,0.6363636363636364,0.3793103448275862,0.6,0.5145631067961165,0.6349206349206349,0.3333333333333333,0.56,0.42857142857142855,0.5,0.17647058823529413,0.38095238095238093,0.5,0,0.3,0.14285714285714285,0,0.21621621621621623
978698,30,0.9166666666666666,0.8372093023255814,1,0.9444444444444444,0.7941176470588235,0.9642857142857143,0.9629629629629629,0.92,0.9393939393939394,0.967741935483871,0.6363636363636364,0.7931034482758621,1,0.9805825242718447,0.9365079365079365,0.8333333333333334,0.8,0.5714285714285714,0.6923076923076923,0.6470588235294118,0.6666666666666666,0.5,0.8,0.95,0,0.0967741935483871,0.918918918918919
985303,27,1,0.6511627906976745,0.7857142857142857,0.6666666666666666,0.6176470588235294,0.2857142857142857,0.8518518518518519,0.38,0.3939393939393939,0.45161290322580644,0.22727272727272727,0.27586206896551724,0.44,0.21359223300970873,0.19047619047619047,0,0.08,0,0.19230769230769232,0.11764705882352941,0,0,0.4,0,0.07142857142857142,0,0.08108108108108109
