ID	L_ACTION	L_ANIMAL	L_BODYP	L_CLOTH	L_DESCRB	L_FOOD	L_ROOMS	L_GAMES	L_HOUSEH	L_LOCATE	L_OUTSDE	L_PEOPLE	L_PLACES	L_SOUNDS	L_TOYS	L_VEHICL	D_AGE_C	D_MALE	D_AGE_C2
133775	0.00970873786407767	0.162790697674419	0.111111111111111	0.142857142857143	0.0158730158730159	0.0147058823529412	0	0.12	0.04	0.0769230769230769	0.0645161290322581	0.137931034482759	0.0454545454545455	0.75	0.166666666666667	0	-7	-1	49
133776	0.00970873786407767	0.0465116279069767	0.037037037037037	0	0.0317460317460317	0.0147058823529412	0	0.16	0.02	0	0	0.103448275862069	0	0.583333333333333	0	0	-7	-1	49
133777	0	0.13953488372093	0	0	0	0.0147058823529412	0	0.12	0	0	0	0.0689655172413793	0	0.333333333333333	0.0555555555555556	0	-7	1	49
133778	0.0194174757281553	0.0465116279069767	0.037037037037037	0.0357142857142857	0.0793650793650794	0.0441176470588235	0	0.28	0	0	0.032258064516129	0.103448275862069	0.0454545454545455	0.833333333333333	0.222222222222222	0	-7	1	49
133779	0.00970873786407767	0.0465116279069767	0.037037037037037	0.0357142857142857	0.0158730158730159	0.0441176470588235	0	0.12	0.02	0.0384615384615385	0	0.137931034482759	0	0.25	0.222222222222222	0	-7	-1	49
133780	0	0.162790697674419	0.037037037037037	0.0357142857142857	0	0.0147058823529412	0	0	0.02	0	0.032258064516129	0.206896551724138	0	0.333333333333333	0.222222222222222	0	-7	-1	49
133781	0.00970873786407767	0.116279069767442	0.111111111111111	0.107142857142857	0.0158730158730159	0.102941176470588	0	0.2	0.16	0	0.032258064516129	0.103448275862069	0	0.583333333333333	0.166666666666667	0.142857142857143	-7	1	49
133782	0.0388349514563107	0.116279069767442	0.222222222222222	0.107142857142857	0.111111111111111	0.117647058823529	0	0.24	0.12	0.0769230769230769	0.032258064516129	0.206896551724138	0	0.583333333333333	0.333333333333333	0.142857142857143	-7	1	49
133783	0	0	0	0	0	0	0	0.16	0	0	0	0.0689655172413793	0	0	0	0	-7	-1	49
133784	0.00970873786407767	0.0465116279069767	0.0740740740740741	0.0357142857142857	0	0.0441176470588235	0	0.16	0	0.0769230769230769	0.032258064516129	0.172413793103448	0	0.666666666666667	0.111111111111111	0	-7	1	49
133785	0.058252427184466	0.209302325581395	0.333333333333333	0.25	0.0793650793650794	0.338235294117647	0.212121212121212	0.36	0.2	0	0.193548387096774	0.206896551724138	0.0454545454545455	0.833333333333333	0.222222222222222	0.214285714285714	-7	-1	49
133786	0.145631067961165	0.627906976744186	0.62962962962963	0.464285714285714	0.206349206349206	0.161764705882353	0.181818181818182	0.64	0.34	0.269230769230769	0.354838709677419	0.275862068965517	0.136363636363636	0.916666666666667	0.388888888888889	0.785714285714286	-7	1	49
133787	0.00970873786407767	0.116279069767442	0	0	0	0	0	0.12	0.02	0	0	0.310344827586207	0	0.333333333333333	0.111111111111111	0	-7	1	49
133788	0.029126213592233	0.302325581395349	0.259259259259259	0.25	0.0317460317460317	0.294117647058824	0.0606060606060606	0.28	0.16	0.153846153846154	0.129032258064516	0.310344827586207	0.0454545454545455	0.833333333333333	0.277777777777778	0.357142857142857	-7	1	49
133789	0.0388349514563107	0.0697674418604651	0.111111111111111	0.0357142857142857	0.0317460317460317	0.0735294117647059	0	0.2	0.12	0.115384615384615	0.032258064516129	0.103448275862069	0	0.166666666666667	0.166666666666667	0	-7	-1	49
133790	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0.166666666666667	0.0555555555555556	0	-7	1	49
133791	0.0194174757281553	0.0697674418604651	0.037037037037037	0	0.0158730158730159	0.0588235294117647	0	0.12	0	0	0	0.0344827586206897	0	0.5	0.166666666666667	0	-7	-1	49
133792	0.00970873786407767	0.0465116279069767	0.148148148148148	0	0	0.117647058823529	0	0.2	0.02	0.0769230769230769	0.032258064516129	0.241379310344828	0	0.583333333333333	0.111111111111111	0	-7	1	49
133793	0.12621359223301	0.534883720930233	0.37037037037037	0.178571428571429	0.142857142857143	0.191176470588235	0.121212121212121	0.36	0.28	0.153846153846154	0.225806451612903	0.172413793103448	0.0454545454545455	0.833333333333333	0.444444444444444	0.285714285714286	-7	-1	49
133794	0.0388349514563107	0.13953488372093	0.037037037037037	0.0714285714285714	0.0476190476190476	0.0588235294117647	0	0.2	0.02	0.115384615384615	0.0645161290322581	0.137931034482759	0	0.583333333333333	0.222222222222222	0.0714285714285714	-7	-1	49
133795	0	0.232558139534884	0.185185185185185	0.178571428571429	0.111111111111111	0.147058823529412	0.0909090909090909	0.36	0.14	0.0384615384615385	0.0645161290322581	0.206896551724138	0	0.75	0.388888888888889	0.142857142857143	-7	-1	49
133796	0	0.0232558139534884	0	0.0357142857142857	0	0.0147058823529412	0	0	0	0	0	0	0	0.25	0	0	-7	1	49
133797	0.029126213592233	0.302325581395349	0.185185185185185	0.142857142857143	0	0.102941176470588	0.0303030303030303	0.28	0.12	0	0.161290322580645	0.275862068965517	0.0454545454545455	0.666666666666667	0.222222222222222	0.357142857142857	-7	1	49
133798	0.0485436893203883	0.232558139534884	0.185185185185185	0.142857142857143	0.0476190476190476	0.102941176470588	0.0303030303030303	0.16	0.14	0.0769230769230769	0.032258064516129	0.241379310344828	0	0.75	0.111111111111111	0.142857142857143	-7	1	49
133799	0	0	0	0	0.0158730158730159	0	0	0	0.04	0	0	0.0344827586206897	0	0.0833333333333333	0.111111111111111	0	-7	-1	49
133800	0	0	0	0	0	0	0	0.04	0	0	0	0.0689655172413793	0	0.416666666666667	0.111111111111111	0	-7	-1	49
133801	0.242718446601942	0.744186046511628	0.851851851851852	0.785714285714286	0.174603174603175	0.485294117647059	0.787878787878788	0.8	0.82	0.269230769230769	0.645161290322581	0.551724137931034	0.363636363636364	0.916666666666667	0.666666666666667	0.642857142857143	-7	-1	49
133802	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	-7	-1	49
133803	0.00970873786407767	0.325581395348837	0.222222222222222	0.214285714285714	0.0793650793650794	0.117647058823529	0.0303030303030303	0.32	0.02	0.115384615384615	0.032258064516129	0.206896551724138	0.0454545454545455	0.833333333333333	0.277777777777778	0	-7	-1	49
133804	0.029126213592233	0.232558139534884	0.037037037037037	0.0714285714285714	0.0476190476190476	0.0588235294117647	0.0303030303030303	0.2	0.04	0	0.032258064516129	0.137931034482759	0	0.916666666666667	0	0	-7	-1	49
133805	0	0	0	0	0	0	0	0.08	0	0	0	0.137931034482759	0	0	0	0	-7	-1	49
133806	0	0.0232558139534884	0	0	0	0.0147058823529412	0	0.16	0	0.0769230769230769	0	0.0689655172413793	0	0.25	0.222222222222222	0	-7	1	49
133807	0	0.232558139534884	0.111111111111111	0	0.0158730158730159	0.0441176470588235	0	0.36	0	0	0.032258064516129	0.310344827586207	0	0.666666666666667	0.111111111111111	0	-7	-1	49
133808	0.0194174757281553	0.0930232558139535	0.185185185185185	0.107142857142857	0.0158730158730159	0.117647058823529	0.0606060606060606	0.2	0.08	0	0.129032258064516	0.172413793103448	0.0454545454545455	0.5	0.222222222222222	0.0714285714285714	-7	1	49
133809	0.029126213592233	0.0465116279069767	0.111111111111111	0	0	0.0294117647058824	0	0.2	0.02	0.0384615384615385	0	0.103448275862069	0	0.333333333333333	0.0555555555555556	0	-7	-1	49
133810	0.058252427184466	0.209302325581395	0.518518518518518	0.178571428571429	0.0793650793650794	0.0882352941176471	0.0909090909090909	0.4	0.08	0	0.032258064516129	0.241379310344828	0	1	0.222222222222222	0.428571428571429	-7	1	49
133811	0.00970873786407767	0.116279069767442	0	0.0714285714285714	0.0158730158730159	0	0.0303030303030303	0.12	0.04	0.0384615384615385	0	0.275862068965517	0	0.5	0.111111111111111	0.142857142857143	-7	-1	49
133812	0	0.13953488372093	0.0740740740740741	0.0357142857142857	0	0.0588235294117647	0.0606060606060606	0.16	0.06	0	0.0645161290322581	0.103448275862069	0	0.25	0.111111111111111	0.142857142857143	-7	1	49
133813	0	0.0930232558139535	0.037037037037037	0	0.0317460317460317	0.0147058823529412	0	0.32	0	0	0	0.137931034482759	0	0.25	0.0555555555555556	0	-7	-1	49
133814	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0.5	0	0	-7	1	49
133815	0.0194174757281553	0.0465116279069767	0.111111111111111	0.178571428571429	0.174603174603175	0.0882352941176471	0.181818181818182	0.36	0.1	0.0384615384615385	0.0645161290322581	0.310344827586207	0.0909090909090909	0.666666666666667	0.277777777777778	0.0714285714285714	-7	-1	49
133816	0.00970873786407767	0.13953488372093	0.111111111111111	0.142857142857143	0.0158730158730159	0.0588235294117647	0	0.16	0.06	0	0.032258064516129	0.103448275862069	0	0.666666666666667	0.166666666666667	0	-7	1	49
133817	0	0	0	0	0	0	0	0.04	0	0	0	0.103448275862069	0	0.0833333333333333	0.0555555555555556	0	-7	1	49
133818	0	0	0	0	0	0	0	0	0	0.0769230769230769	0	0.0689655172413793	0	0.25	0	0	-7	-1	49
133819	0	0.0232558139534884	0.037037037037037	0	0	0.0147058823529412	0	0.08	0	0	0	0.103448275862069	0	0	0	0	-7	-1	49
133820	0.00970873786407767	0.0930232558139535	0	0	0	0.0294117647058824	0.0303030303030303	0.2	0.02	0.0384615384615385	0	0.0689655172413793	0	0.166666666666667	0.111111111111111	0.142857142857143	-7	-1	49
133821	0.106796116504854	0.441860465116279	0.555555555555556	0.392857142857143	0.0952380952380952	0.308823529411765	0.333333333333333	0.44	0.4	0.115384615384615	0.129032258064516	0.206896551724138	0.227272727272727	0.666666666666667	0.5	0.5	-7	-1	49
133822	0	0.0930232558139535	0	0	0	0	0	0.08	0	0	0	0.103448275862069	0	0.166666666666667	0	0	-7	1	49
133823	0.184466019417476	0.511627906976744	0.333333333333333	0.428571428571429	0.19047619047619	0.338235294117647	0.121212121212121	0.44	0.3	0.192307692307692	0.225806451612903	0.241379310344828	0.181818181818182	0.75	0.5	0.357142857142857	-7	-1	49
133824	0.029126213592233	0.209302325581395	0.148148148148148	0.214285714285714	0.126984126984127	0.147058823529412	0.121212121212121	0.2	0.12	0.0769230769230769	0.0645161290322581	0.206896551724138	0.0909090909090909	0.25	0.222222222222222	0.0714285714285714	-7	-1	49
133825	0.16504854368932	0.325581395348837	0.481481481481481	0.357142857142857	0.0634920634920635	0.279411764705882	0.303030303030303	0.72	0.22	0.115384615384615	0.290322580645161	0.310344827586207	0.181818181818182	0.916666666666667	0.5	0.214285714285714	-7	-1	49
133826	0	0.0232558139534884	0	0	0	0	0	0	0	0	0	0.0689655172413793	0	0.166666666666667	0	0	-7	1	49
133827	0	0	0	0	0	0	0	0.08	0	0	0	0.0689655172413793	0	0.0833333333333333	0	0	-7	-1	49
133828	0	0.0930232558139535	0.0740740740740741	0	0	0.0147058823529412	0	0.12	0.02	0	0	0.103448275862069	0	0.25	0.0555555555555556	0	-7	-1	49
133829	0	0.0232558139534884	0	0.0357142857142857	0.0158730158730159	0	0.0303030303030303	0.04	0	0.0384615384615385	0	0.103448275862069	0.0454545454545455	0.166666666666667	0	0	-7	-1	49
133830	0	0.186046511627907	0.148148148148148	0.214285714285714	0.0158730158730159	0.132352941176471	0.0606060606060606	0.28	0.16	0	0.0645161290322581	0.137931034482759	0.136363636363636	0.666666666666667	0.333333333333333	0.357142857142857	-7	-1	49
133831	0.0194174757281553	0.0465116279069767	0.111111111111111	0	0	0	0	0	0.02	0.153846153846154	0.032258064516129	0.0689655172413793	0	0.333333333333333	0.0555555555555556	0	-7	1	49
133832	0.029126213592233	0.511627906976744	0.259259259259259	0.178571428571429	0.111111111111111	0.382352941176471	0.0303030303030303	0.4	0.14	0	0.161290322580645	0.172413793103448	0.0454545454545455	0.916666666666667	0.333333333333333	0.357142857142857	-7	1	49
133833	0	0.0465116279069767	0	0	0	0.0294117647058824	0	0	0	0.0384615384615385	0	0.0689655172413793	0	0.416666666666667	0.111111111111111	0	-7	1	49
133834	0.0194174757281553	0.0465116279069767	0.0740740740740741	0.0357142857142857	0.0158730158730159	0.0882352941176471	0	0.2	0.04	0.0384615384615385	0.032258064516129	0.0689655172413793	0	0.416666666666667	0.111111111111111	0	-7	-1	49
133835	0.00970873786407767	0.0697674418604651	0	0	0	0.0147058823529412	0.0303030303030303	0.2	0.02	0.0769230769230769	0	0.0689655172413793	0.0454545454545455	0.0833333333333333	0.0555555555555556	0.142857142857143	-7	1	49
133836	0	0.209302325581395	0.333333333333333	0.107142857142857	0.0476190476190476	0.117647058823529	0.0606060606060606	0.24	0.06	0.0769230769230769	0.0645161290322581	0.241379310344828	0.0454545454545455	0.833333333333333	0.166666666666667	0.214285714285714	-7	1	49
133837	0	0.0232558139534884	0	0	0	0.0147058823529412	0	0.12	0	0	0	0.137931034482759	0	0.166666666666667	0	0	-7	1	49
133838	0	0	0	0	0	0.0147058823529412	0	0.16	0	0.0384615384615385	0	0.103448275862069	0	0.25	0.0555555555555556	0.0714285714285714	-7	-1	49
133839	0	0	0.0740740740740741	0	0.0158730158730159	0	0	0.16	0	0	0	0	0	0.5	0	0	-7	1	49
133840	0	0.162790697674419	0.037037037037037	0.0357142857142857	0.0158730158730159	0.0294117647058824	0	0.2	0.02	0	0	0.103448275862069	0	0.416666666666667	0.111111111111111	0	-7	-1	49
133841	0.087378640776699	0.0930232558139535	0.148148148148148	0.0714285714285714	0.0476190476190476	0.102941176470588	0.0303030303030303	0.36	0.1	0.115384615384615	0.032258064516129	0.172413793103448	0.0454545454545455	0.75	0.0555555555555556	0.142857142857143	-7	1	49
