n,lex_fit_pvalue,lex_fit_cfi,lex_fit_tli,lex_fit_rmsea,lex_fit_srmr,syn_fit_pvalue,syn_fit_cfi,syn_fit_tli,syn_fit_rmsea,syn_fit_srmr
5520,0,0.992499799085386,0.985937123285099,0.0791194516607055,0.00883550152130149,0,0.997003138713678,0.994380885088146,0.0533368679734542,0.0068957576389487
