n,lex_fit_pvalue,lex_fit_cfi,lex_fit_tli,lex_fit_rmsea,lex_fit_srmr,syn_fit_pvalue,syn_fit_cfi,syn_fit_tli,syn_fit_rmsea,syn_fit_srmr
5520,0,0.917034100291597,0.901949391253706,0.178375715751962,0.0243070255751569,0,0.992127216743194,0.986878694571991,0.0815045915293694,0.00999828041628226
