ID	S_CONJ	S_HELPV	S_PRON	S_QUANT	S_QWORDS	S_TIME	S_WF_N	S_WF_V	S_WE_N	S_WE_V	S_COMPLX	L_ACTION	L_ANIMAL	L_BODYP	L_CLOTH	L_DESCRB	L_FOOD	L_ROOMS	L_GAMES	L_HOUSEH	L_LOCATE	L_OUTSDE	L_PEOPLE	L_PLACES	L_SOUNDS	L_TOYS	L_VEHICL	FIRST_B	MALE
130202	0	0.142857142857143	0.04	0	0	0.0833333333333333	0.2	0	0	0	0	0.320388349514563	0.348837209302326	0.333333333333333	0.178571428571429	0.142857142857143	0.220588235294118	0.212121212121212	0.52	0.44	0.153846153846154	0.516129032258065	0.379310344827586	0.409090909090909	0.583333333333333	0.222222222222222	0.285714285714286	1	1
130203	0	0.142857142857143	0.2	0.176470588235294	0.285714285714286	0.0833333333333333	0.4	0.1	0	0	0	0.310679611650485	0.767441860465116	0.777777777777778	0.535714285714286	0.301587301587302	0.485294117647059	0.424242424242424	0.6	0.6	0.269230769230769	0.741935483870968	0.586206896551724	0.5	0.833333333333333	0.833333333333333	0.714285714285714	-1	1
130204	0.333333333333333	0.666666666666667	0.48	0.411764705882353	0.857142857142857	0.916666666666667	0.6	0.45	0.0714285714285714	0.0645161290322581	0.837837837837838	0.951456310679612	0.883720930232558	0.925925925925926	0.928571428571429	0.80952380952381	0.970588235294118	0.96969696969697	0.96	0.96	0.692307692307692	0.967741935483871	0.931034482758621	0.863636363636364	1	1	0.928571428571429	-1	-1
130205	0.333333333333333	0.0476190476190476	0.12	0	0.142857142857143	0.166666666666667	0.2	0	0	0	0.027027027027027	0.427184466019417	0.348837209302326	0.703703703703704	0.5	0.285714285714286	0.529411764705882	0.696969696969697	0.92	0.7	0.269230769230769	0.290322580645161	0.379310344827586	0.136363636363636	0.583333333333333	0.5	0.142857142857143	1	1
130206	0	0	0.08	0.0588235294117647	0	0	0.2	0.05	0	0	0.027027027027027	0.174757281553398	0.558139534883721	0.62962962962963	0.392857142857143	0.158730158730159	0.382352941176471	0.303030303030303	0.4	0.38	0.269230769230769	0.516129032258065	0.482758620689655	0.454545454545455	0.666666666666667	0.444444444444444	0.571428571428571	-1	-1
130207	0	0	0	0	0	0	0.2	0.05	0	0	0	0.0485436893203883	0.0930232558139535	0.296296296296296	0.0714285714285714	0.0952380952380952	0.0882352941176471	0.0909090909090909	0.44	0.14	0	0.032258064516129	0.172413793103448	0.0909090909090909	0.5	0.388888888888889	0.357142857142857	-1	1
130208	0	0	0	0	0.142857142857143	0	0.2	0	0.0714285714285714	0	0.0810810810810811	0.0194174757281553	0.0930232558139535	0.148148148148148	0.0357142857142857	0.0476190476190476	0.0441176470588235	0	0.16	0.02	0.0384615384615385	0	0.137931034482759	0.0454545454545455	0.416666666666667	0.0555555555555556	0	1	1
130209	0	0.0476190476190476	0.12	0.235294117647059	0	0	0.4	0.1	0	0	0	0.320388349514563	0.488372093023256	0.777777777777778	0.464285714285714	0.365079365079365	0.514705882352941	0.393939393939394	0.52	0.5	0.230769230769231	0.387096774193548	0.551724137931034	0.363636363636364	0.75	0.555555555555556	0.5	-1	-1
130210	0	0	0.04	0	0	0	0	0	0	0	0	0.058252427184466	0.0697674418604651	0	0.0714285714285714	0	0.0588235294117647	0	0.16	0	0	0	0.206896551724138	0	0.5	0.166666666666667	0.0714285714285714	-1	1
130211	0	0.0952380952380952	0.08	0	0.142857142857143	0	0	0	0	0	0	0.16504854368932	0.325581395348837	0.444444444444444	0.285714285714286	0.0952380952380952	0.426470588235294	0.0909090909090909	0.6	0.18	0.230769230769231	0.0645161290322581	0.275862068965517	0.0909090909090909	0.833333333333333	0.222222222222222	0.285714285714286	1	1
130212	0	0.0476190476190476	0.08	0	0	0.0833333333333333	0.4	0.05	0.214285714285714	0.032258064516129	0	0.0388349514563107	0.372093023255814	0.62962962962963	0.178571428571429	0.111111111111111	0.0735294117647059	0.0909090909090909	0.4	0.24	0.0384615384615385	0.225806451612903	0.275862068965517	0.0909090909090909	0.666666666666667	0.277777777777778	0.214285714285714	1	-1
130213	0.666666666666667	0.857142857142857	0.76	0.705882352941177	0.857142857142857	0.75	0.4	0.75	0.5	0.225806451612903	0.567567567567568	0.825242718446602	0.837209302325581	0.888888888888889	0.964285714285714	0.777777777777778	0.779411764705882	0.787878787878788	1	0.76	0.846153846153846	0.903225806451613	0.620689655172414	0.909090909090909	1	0.888888888888889	0.928571428571429	-1	-1
130214	0.833333333333333	0.714285714285714	0.6	0.529411764705882	0.285714285714286	0.416666666666667	0.4	0.15	0.285714285714286	0.032258064516129	0.594594594594595	0.825242718446602	0.953488372093023	0.814814814814815	0.785714285714286	0.666666666666667	0.926470588235294	0.666666666666667	0.88	0.76	0.692307692307692	0.612903225806452	0.655172413793103	0.5	0.833333333333333	0.777777777777778	0.785714285714286	1	-1
130215	0	0	0.32	0.176470588235294	0.714285714285714	0.333333333333333	0.4	0.25	0.142857142857143	0.129032258064516	0.351351351351351	0.611650485436893	0.604651162790698	0.777777777777778	0.642857142857143	0.53968253968254	0.705882352941177	0.636363636363636	0.84	0.78	0.423076923076923	0.741935483870968	0.586206896551724	0.409090909090909	0.916666666666667	0.777777777777778	0.714285714285714	1	-1
130216	0.5	0.571428571428571	0.64	0.470588235294118	0.857142857142857	0.5	0.4	0.6	0.0714285714285714	0.193548387096774	0.702702702702703	0.941747572815534	0.581395348837209	0.888888888888889	0.821428571428571	0.698412698412698	0.970588235294118	0.848484848484849	0.8	0.82	0.615384615384615	0.935483870967742	0.620689655172414	0.772727272727273	0.833333333333333	0.944444444444444	0.928571428571429	-1	-1
130217	0	0.0476190476190476	0.12	0.0588235294117647	0	0	0.4	0.05	0.142857142857143	0	0.108108108108108	0.223300970873786	0.186046511627907	0.518518518518518	0.357142857142857	0.19047619047619	0.308823529411765	0.363636363636364	0.28	0.42	0.230769230769231	0.354838709677419	0.413793103448276	0.227272727272727	0.416666666666667	0.388888888888889	0.357142857142857	-1	1
130218	0	0.19047619047619	0.24	0.0588235294117647	0.142857142857143	0	0.2	0.05	0	0	0.0810810810810811	0.194174757281553	0.255813953488372	0.592592592592593	0.428571428571429	0.317460317460317	0.470588235294118	0.393939393939394	0.52	0.46	0.192307692307692	0.258064516129032	0.275862068965517	0.227272727272727	0.75	0.444444444444444	0.357142857142857	-1	1
130219	0	0	0.12	0	0	0	0	0	0	0	0	0.0194174757281553	0.116279069767442	0.296296296296296	0.214285714285714	0.0476190476190476	0.161764705882353	0	0.4	0.04	0	0.0645161290322581	0.172413793103448	0	0.666666666666667	0.111111111111111	0.0714285714285714	1	-1
130220	0	0.19047619047619	0.08	0.0588235294117647	0.285714285714286	0.0833333333333333	0.2	0.2	0	0.032258064516129	0.324324324324324	0.16504854368932	0.372093023255814	0.814814814814815	0.428571428571429	0.222222222222222	0.397058823529412	0.303030303030303	0.44	0.5	0.307692307692308	0.32258064516129	0.551724137931034	0.227272727272727	0.583333333333333	0.388888888888889	0.714285714285714	-1	1
