     0.379     0.302     0.519     0.500     0.365     0.603     0.485     0.480     0.620     0.192     0.258     0.345     0.364     0.083     0.500     0.357     0.000     0.000     0.360     0.412     0.000     0.083     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000     0.000     0.000129293.000    -0.397
     0.049     0.140     0.148     0.071     0.016     0.191     0.030     0.360     0.040     0.038     0.065     0.241     0.091     0.500     0.111     0.143     0.000     0.000     0.000     0.059     0.000     0.000     0.200     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000    -1.000    -1.000     1.000     1.000129294.000    -1.599
     0.058     0.093     0.148     0.071     0.048     0.147     0.030     0.360     0.100     0.038     0.000     0.241     0.091     0.667     0.278     0.143     0.000     0.000     0.080     0.059     0.000     0.000     0.400     0.000     0.000     0.032     0.000    -1.000    -1.000    -1.000    -5.000   -25.000    25.000     5.000129295.000    -1.510
     0.000     1.000     0.926     0.571     0.000     0.618     0.000     0.000     0.340     0.000     0.000     0.000     0.000     1.000     0.889     0.857     0.000     0.000     0.000     0.000     0.000     0.000     0.600     0.000     0.143     0.032     0.135     1.000    -1.000    -1.000     3.000     9.000     9.000     3.000129296.000    -0.943
     0.388     0.302     0.222     0.179     0.206     0.515     0.212     0.520     0.360     0.269     0.258     0.310     0.364     0.250     0.333     0.286     0.000     0.143     0.160     0.235     0.286     0.333     0.400     0.050     0.000     0.000     0.135     1.000    -1.000    -1.000     4.000    16.000    16.000     4.000129297.000    -0.753
     0.631     0.093     0.444     0.321     0.206     0.279     0.545     0.440     0.640     0.154     0.194     0.310     0.455     0.083     0.333     0.214     0.000     0.000     0.160     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     4.000   -16.000    16.000    -4.000129298.000    -0.748
     0.398     0.279     0.778     0.464     0.238     0.632     0.545     0.680     0.660     0.231     0.452     0.448     0.409     0.000     0.611     0.429     0.000     0.190     0.320     0.176     0.286     0.000     0.600     0.150     0.214     0.000     0.000    -1.000    -1.000    -1.000     3.000    -9.000     9.000    -3.000129299.000    -0.179
     0.010     0.093     0.037     0.071     0.000     0.074     0.000     0.320     0.020     0.038     0.032     0.207     0.000     0.500     0.056     0.071     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000    -7.000   -49.000    49.000     7.000129300.000    -1.719
     0.049     0.047     0.074     0.107     0.063     0.221     0.000     0.240     0.060     0.115     0.000     0.138     0.045     0.000     0.111     0.143     0.000     0.190     0.280     0.118     0.000     0.000     0.200     0.050     0.071     0.000     0.027    -1.000    -1.000    -1.000     3.000    -9.000     9.000    -3.000129301.000    -1.606
     0.650     0.558     0.704     0.429     0.413     0.618     0.333     0.600     0.640     0.000     0.387     0.207     0.409     0.250     0.611     0.714     0.000     0.000     0.000     0.000     0.000     0.167     0.000     0.100     0.000     0.000     0.108     1.000    -1.000    -1.000     4.000    16.000    16.000     4.000129302.000    -0.354
     0.029     0.116     0.074     0.036     0.000     0.132     0.030     0.240     0.020     0.000     0.000     0.138     0.045     0.583     0.111     0.000     0.000     0.000     0.080     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.000    -1.000    -6.000    36.000    36.000    -6.000129303.000    -1.728
     0.883     0.814     0.741     0.714     0.778     0.853     0.818     0.840     0.900     0.577     0.581     0.655     0.818     0.667     0.833     0.857     0.667     0.524     0.640     0.588     0.857     1.000     0.400     0.550     0.214     0.000     0.432     1.000    -1.000    -1.000     6.000    36.000    36.000     6.000129304.000     1.330
     0.951     0.860     0.778     0.821     0.968     0.912     0.939     0.960     0.980     0.885     0.742     0.828     0.818     0.833     0.778     0.857     0.667     0.762     0.880     0.824     0.857     0.917     0.600     0.550     0.143     0.000     0.622     1.000    -1.000    -1.000     5.000    25.000    25.000     5.000129305.000     1.823
     0.184     0.442     0.444     0.464     0.175     0.500     0.212     0.320     0.500     0.231     0.194     0.345     0.409     0.417     0.278     0.357     0.000     0.000     0.120     0.176     0.143     0.000     0.000     0.150     0.000     0.000     0.000    -1.000    -1.000    -1.000     5.000   -25.000    25.000    -5.000129306.000    -0.794
     0.000     0.070     0.037     0.071     0.000     0.029     0.000     0.120     0.000     0.000     0.032     0.207     0.000     0.417     0.111     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000    -1.000    -1.000     1.000     1.000129307.000    -1.832
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.069     0.000     0.333     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.000    -1.000    -6.000    36.000    36.000    -6.000129308.000    -1.910
     0.136     0.186     0.815     0.607     0.111     0.515     0.636     0.400     0.580     0.000     0.484     0.448     0.364     0.417     0.444     0.429     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000     0.000     0.000129309.000    -0.555
     0.495     0.581     0.556     0.464     0.413     0.676     0.364     0.640     0.580     0.308     0.323     0.483     0.545     0.583     0.611     0.643     0.333     0.286     0.400     0.529     0.000     0.583     0.800     0.300     0.000     0.000     0.649    -1.000    -1.000    -1.000     5.000   -25.000    25.000    -5.000129310.000     0.157
     0.214     0.605     0.519     0.214     0.190     0.485     0.212     0.560     0.260     0.231     0.290     0.414     0.318     0.833     0.500     0.429     0.167     0.143     0.160     0.235     0.143     0.083     0.200     0.050     0.000     0.000     0.027     1.000    -1.000    -1.000     1.000     1.000     1.000     1.000129311.000    -0.693
     0.990     0.744     1.000     1.000     0.984     0.971     0.970     1.000     1.000     1.000     0.903     0.897     0.773     0.750     0.778     0.857     1.000     0.952     1.000     1.000     1.000     1.000     0.400     1.000     0.000     0.065     0.541     1.000    -1.000    -1.000     6.000    36.000    36.000     6.000129312.000     2.153
     0.340     0.465     0.111     0.143     0.333     0.309     0.061     0.560     0.100     0.308     0.161     0.621     0.591     0.667     0.444     0.571     0.333     0.286     0.400     0.294     1.000     0.500     0.600     0.250     0.143     0.161     0.000     1.000    -1.000    -1.000     1.000     1.000     1.000     1.000129313.000    -0.483
     0.010     1.000     1.000     0.071     0.333     0.103     1.000     0.000     1.000     0.000     0.935     0.000     0.000     0.833     0.722     0.786     1.000     0.000     0.280     0.000     0.000     0.333     1.000     0.000     0.000     0.000     0.108    -1.000    -1.000    -1.000    -3.000    -9.000     9.000     3.000129314.000    -0.160
     0.262     0.209     0.481     0.286     0.063     0.324     0.364     0.240     0.460     0.077     0.194     0.207     0.136     0.667     0.222     0.286     0.000     0.048     0.240     0.000     0.143     0.000     0.200     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000     0.000     0.000129315.000    -1.040
     0.583     0.558     0.889     0.321     0.460     0.662     0.242     0.360     0.460     0.231     0.452     0.448     0.318     1.000     0.556     0.786     0.000     0.143     0.200     0.176     0.143     0.333     0.800     0.400     0.143     0.000     0.108     1.000    -1.000    -1.000     4.000    16.000    16.000     4.000129316.000    -0.137
     0.777     0.791     1.000     0.536     0.778     0.882     0.758     0.800     0.920     0.808     0.774     0.690     0.636     1.000     0.944     0.929     0.667     0.619     0.560     0.647     0.714     0.667     0.400     0.600     0.000     0.161     0.595     1.000    -1.000    -1.000     2.000     4.000     4.000     2.000129317.000     1.391
     0.039     0.023     0.037     0.107     0.032     0.074     0.000     0.240     0.060     0.115     0.032     0.138     0.045     0.250     0.056     0.000     0.000     0.000     0.080     0.118     0.143     0.083     0.000     0.050     0.000     0.000     0.000    -1.000    -1.000    -1.000     5.000   -25.000    25.000    -5.000129318.000    -1.747
     0.010     0.000     0.000     0.000     0.000     0.000     0.000     0.160     0.000     0.077     0.000     0.103     0.000     0.167     0.000     0.000     0.000     0.000     0.000     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.000    -1.000    -3.000     9.000     9.000    -3.000129319.000    -1.908
     1.000     0.814     0.815     0.464     1.000     0.588     0.909     1.000     0.800     0.500     0.774     0.862     0.727     0.833     0.611     0.643     1.000     0.905     0.400     0.765     0.143     0.583     0.600     1.000     0.000     0.161     0.649     1.000    -1.000    -1.000    -1.000     1.000     1.000    -1.000129320.000     1.413
     0.126     0.070     0.370     0.179     0.111     0.279     0.394     0.480     0.380     0.000     0.032     0.379     0.273     0.250     0.167     0.357     0.000     0.000     0.080     0.000     0.000     0.000     0.000     0.050     0.000     0.000     0.108     1.000    -1.000    -1.000     3.000     9.000     9.000     3.000129321.000    -1.175
     1.000     1.000     1.000     1.000     1.000     0.985     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.417     0.944     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.459    -1.000    -1.000    -1.000     1.000    -1.000     1.000    -1.000129322.000     2.542
     0.000     0.070     0.000     0.036     0.000     0.044     0.000     0.120     0.040     0.038     0.032     0.000     0.000     0.250     0.056     0.000     0.000     0.000     0.000     0.000     0.143     0.083     0.000     0.050     0.000     0.000     0.000    -1.000    -1.000    -1.000    -4.000   -16.000    16.000     4.000129323.000    -1.845
     0.146     0.791     0.815     0.214     0.079     0.515     0.091     0.440     0.180     0.192     0.355     0.276     0.273     0.333     0.167     0.429     0.000     0.048     0.160     0.176     0.286     0.000     0.200     0.100     0.286     0.000     0.324     1.000    -1.000    -1.000     4.000    16.000    16.000     4.000129324.000    -0.867
     0.544     0.791     0.852     0.464     0.492     0.588     0.606     0.640     0.600     0.346     0.516     0.448     0.455     0.833     0.556     0.857     0.167     0.143     0.240     0.176     0.286     0.333     0.400     0.300     0.143     0.097     0.595     1.000    -1.000    -1.000    -2.000     4.000     4.000    -2.000129325.000     0.276
     0.670     0.767     0.741     0.750     0.619     0.926     0.667     0.680     0.840     0.462     0.806     0.586     0.682     0.667     1.000     0.929     0.000     0.238     0.360     0.412     0.571     0.250     0.400     0.350     0.357     0.258     0.486     1.000    -1.000    -1.000     5.000    25.000    25.000     5.000129326.000     0.934
     0.476     0.674     0.926     0.786     0.222     0.838     0.848     0.640     0.980     0.500     0.290     0.414     0.409     0.833     0.778     0.786     0.500     0.571     0.520     0.412     0.857     0.500     0.400     0.700     0.643     0.000     0.351    -1.000    -1.000    -1.000     4.000   -16.000    16.000    -4.000129327.000     0.718
     0.146     0.163     0.370     0.214     0.111     0.353     0.182     0.440     0.240     0.231     0.129     0.241     0.227     0.500     0.278     0.429     0.000     0.095     0.160     0.235     0.143     0.083     0.000     0.050     0.000     0.000     0.027     1.000    -1.000    -1.000    -3.000     9.000     9.000    -3.000129328.000    -1.065
     0.369     0.302     0.444     0.464     0.143     0.574     0.485     0.520     0.380     0.115     0.097     0.483     0.182     0.667     0.500     0.214     0.000     0.048     0.120     0.176     0.143     0.000     0.000     0.050     0.071     0.000     0.000    -1.000    -1.000    -1.000     3.000    -9.000     9.000    -3.000129329.000    -0.715
     0.495     0.349     0.704     0.536     0.286     0.750     0.576     0.680     0.680     0.077     0.323     0.241     0.364     0.250     0.444     0.714     0.167     0.000     0.120     0.176     0.143     0.083     0.400     0.250     0.000     0.000     0.405     1.000    -1.000    -1.000     1.000     1.000     1.000     1.000129330.000    -0.188
     0.583     0.326     0.556     0.536     0.444     0.485     0.667     0.800     0.600     0.308     0.387     0.483     0.455     0.500     0.556     0.643     0.167     0.429     0.080     0.000     0.000     0.083     0.200     0.000     0.000     0.000     0.000     1.000    -1.000    -1.000    -7.000    49.000    49.000    -7.000129331.000    -0.048
     0.573     0.535     0.889     0.607     0.524     0.838     0.848     0.600     0.860     0.269     0.710     0.655     0.727     0.417     0.722     0.714     0.000     0.000     0.200     0.176     0.429     0.417     0.200     0.150     0.000     0.000     0.297     1.000    -1.000    -1.000     1.000     1.000     1.000     1.000129332.000     0.564
     0.854     0.814     1.000     0.821     0.508     0.941     0.818     0.880     0.940     0.423     0.839     0.862     0.818     0.833     0.778     0.786     0.333     0.524     0.320     0.353     0.714     0.167     0.800     1.000     0.214     0.065     0.730    -1.000    -1.000    -1.000     6.000   -36.000    36.000    -6.000129333.000     1.319
     0.544     0.326     0.556     0.393     0.302     0.324     0.606     0.680     0.480     0.385     0.258     0.310     0.364     0.500     0.389     0.500     0.000     0.095     0.360     0.176     0.429     0.000     0.000     0.000     0.000     0.000     0.108     1.000    -1.000    -1.000     2.000     4.000     4.000     2.000129334.000    -0.428
