     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000    -1.000    -1.000    -7.000    49.000129259.000    -0.147
     0.167     0.095     0.080     0.059     0.000     0.083     0.400     0.100     0.000     0.000     0.000    -6.000     1.000    -1.000    -1.000    -6.000    36.000129260.000     0.064
     1.000     1.000     0.040     1.000     0.000     1.000     0.800     0.850     0.000     0.258     0.865     7.000     1.000    -1.000    -1.000     7.000    49.000129261.000     1.342
     0.000     0.000     0.160     0.118     0.143     0.083     0.400     0.000     0.000     0.000     0.027    -4.000    -1.000    -1.000    -1.000     4.000    16.000129262.000    -0.114
     0.667     0.905     0.720     0.706     0.571     0.917     0.600     1.000     0.000     0.161     0.622     5.000     1.000    -1.000    -1.000     5.000    25.000129263.000     1.606
     0.167     0.429     0.400     0.294     0.429     0.417     0.400     0.600     0.071     0.065     0.351     3.000     1.000    -1.000    -1.000     3.000     9.000129264.000     0.442
     0.667     0.524     0.800     0.294     0.857     1.000     0.400     0.600     0.143     0.000     0.162     6.000     1.000    -1.000    -1.000     6.000    36.000129265.000     0.845
     0.167     0.190     0.080     0.176     0.286     0.083     0.200     0.200     0.143     0.032     0.000    -1.000    -1.000    -1.000    -1.000     1.000     1.000129266.000    -0.066
     0.000     0.190     0.160     0.176     0.143     0.083     0.400     0.250     0.143     0.000     0.459     0.000    -1.000    -1.000    -1.000     0.000     0.000129267.000    -0.015
     1.000     1.000     0.960     0.882     1.000     1.000     0.400     0.950     0.071     0.226     0.784     6.000    -1.000    -1.000    -1.000    -6.000    36.000129268.000     2.078
     0.167     0.190     0.200     0.529     0.000     0.500     0.800     0.350     0.000     0.000     0.162     1.000     1.000     1.000    -1.000     1.000     1.000129269.000     0.243
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.946     2.000    -1.000    -1.000    -1.000    -2.000     4.000129270.000     2.805
     0.000     0.095     0.000     0.059     0.000     0.000     0.000     0.000     0.143     0.000     0.000    -6.000    -1.000    -1.000    -1.000     6.000    36.000129271.000    -0.111
     0.167     0.333     0.320     0.353     0.286     0.333     0.400     0.250     0.214     0.097     0.162     1.000    -1.000    -1.000    -1.000    -1.000     1.000129272.000     0.299
     0.000     0.048     0.160     0.059     0.000     0.083     0.400     0.050     0.000     0.000     0.270     2.000    -1.000    -1.000    -1.000    -2.000     4.000129273.000    -0.496
     0.333     0.095     0.080     0.059     0.286     0.000     0.400     0.050     0.000     0.032     0.135     1.000     1.000    -1.000    -1.000     1.000     1.000129274.000    -0.344
     0.000     0.048     0.040     0.059     0.000     0.000     0.200     0.000     0.000     0.000     0.027     2.000     1.000    -1.000    -1.000     2.000     4.000129275.000    -0.692
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000    -1.000    -1.000     7.000    49.000129276.000    -0.129
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -4.000    -1.000    -1.000    -1.000     4.000    16.000129277.000    -0.369
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -5.000     1.000    -1.000     1.000    -5.000    25.000129278.000    -0.294
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -6.000     1.000    -1.000    -1.000    -6.000    36.000129279.000    -0.220
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -5.000     1.000    -1.000    -1.000    -5.000    25.000129280.000    -0.293
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -4.000    -1.000    -1.000    -1.000     4.000    16.000129281.000    -0.369
     0.000     0.048     0.120     0.059     0.286     0.167     0.400     0.100     0.000     0.000     0.297     0.000    -1.000    -1.000    -1.000     0.000     0.000129282.000    -0.265
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000    -1.000    -1.000    -7.000    49.000129283.000    -0.147
     0.000     0.000     0.040     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129284.000    -0.619
     0.167     0.048     0.120     0.000     0.000     0.167     0.200     0.050     0.000     0.000     0.054    -3.000    -1.000    -1.000    -1.000     3.000     9.000129285.000    -0.200
     0.167     0.238     0.280     0.176     0.286     0.250     0.400     0.300     0.500     0.032     0.243     5.000     1.000    -1.000    -1.000     5.000    25.000129286.000    -0.164
     0.333     0.476     0.240     0.353     0.143     0.000     0.600     0.450     0.357     0.065     0.054    -1.000     1.000    -1.000    -1.000    -1.000     1.000129287.000     0.484
     0.000     0.000     0.000     0.000     0.000     0.000     0.400     0.000     0.357     0.000     0.054     7.000     1.000    -1.000    -1.000     7.000    49.000129288.000    -1.096
     0.000     0.000     0.160     0.059     0.143     0.083     0.200     0.050     0.000     0.000     0.081     2.000    -1.000    -1.000    -1.000    -2.000     4.000129289.000    -0.566
     0.167     0.238     0.640     0.176     0.714     0.333     0.000     0.100     0.286     0.032     0.108     0.000     1.000    -1.000     1.000     0.000     0.000129290.000     0.364
     0.000     0.000     0.040     0.118     0.000     0.167     0.400     0.000     0.000     0.000     0.027    -2.000     1.000    -1.000    -1.000    -2.000     4.000129291.000    -0.335
     0.000     0.238     0.200     0.000     0.000     0.250     0.200     0.000     0.000     0.032     0.081     0.000    -1.000    -1.000    -1.000     0.000     0.000129292.000    -0.261
     0.000     0.000     0.360     0.412     0.000     0.083     0.000     0.000     0.000     0.000     0.000     1.000    -1.000    -1.000    -1.000    -1.000     1.000129293.000    -0.258
     0.000     0.000     0.000     0.059     0.000     0.000     0.200     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129294.000    -0.607
     0.000     0.000     0.080     0.059     0.000     0.000     0.400     0.000     0.000     0.032     0.000    -4.000    -1.000    -1.000    -1.000     4.000    16.000129295.000    -0.249
     0.000     0.000     0.000     0.000     0.000     0.000     0.600     0.000     0.143     0.032     0.135     4.000     1.000    -1.000    -1.000     4.000    16.000129296.000    -0.849
     0.000     0.143     0.160     0.235     0.286     0.333     0.400     0.050     0.000     0.000     0.135     5.000     1.000    -1.000    -1.000     5.000    25.000129297.000    -0.454
     0.000     0.000     0.160     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     5.000    -1.000    -1.000    -1.000    -5.000    25.000129298.000    -0.928
     0.000     0.190     0.320     0.176     0.286     0.000     0.600     0.150     0.214     0.000     0.000     4.000    -1.000    -1.000    -1.000    -4.000    16.000129299.000    -0.342
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -6.000    -1.000    -1.000    -1.000     6.000    36.000129300.000    -0.201
     0.000     0.190     0.280     0.118     0.000     0.000     0.200     0.050     0.071     0.000     0.027     4.000    -1.000    -1.000    -1.000    -4.000    16.000129301.000    -0.535
     0.000     0.000     0.000     0.000     0.000     0.167     0.000     0.100     0.000     0.000     0.108     5.000     1.000    -1.000    -1.000     5.000    25.000129302.000    -0.915
     0.000     0.000     0.080     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -5.000     1.000    -1.000    -1.000    -5.000    25.000129303.000    -0.213
     0.667     0.524     0.640     0.588     0.857     1.000     0.400     0.550     0.214     0.000     0.432     7.000     1.000    -1.000    -1.000     7.000    49.000129304.000     0.913
     0.667     0.762     0.880     0.824     0.857     0.917     0.600     0.550     0.143     0.000     0.622     6.000     1.000    -1.000    -1.000     6.000    36.000129305.000     1.469
     0.000     0.000     0.120     0.176     0.143     0.000     0.000     0.150     0.000     0.000     0.000     6.000    -1.000    -1.000    -1.000    -6.000    36.000129306.000    -0.834
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129307.000    -0.659
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -5.000     1.000    -1.000    -1.000    -5.000    25.000129308.000    -0.293
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000    -1.000    -1.000    -1.000    -1.000     1.000129309.000    -0.708
     0.333     0.286     0.400     0.529     0.000     0.583     0.800     0.300     0.000     0.000     0.649     6.000    -1.000    -1.000    -1.000    -6.000    36.000129310.000     0.249
     0.167     0.143     0.160     0.235     0.143     0.083     0.200     0.050     0.000     0.000     0.027     2.000     1.000    -1.000    -1.000     2.000     4.000129311.000    -0.336
     1.000     0.952     1.000     1.000     1.000     1.000     0.400     1.000     0.000     0.065     0.541     7.000     1.000    -1.000    -1.000     7.000    49.000129312.000     1.971
     0.333     0.286     0.400     0.294     1.000     0.500     0.600     0.250     0.143     0.161     0.000     2.000     1.000    -1.000    -1.000     2.000     4.000129313.000     0.423
     1.000     0.000     0.280     0.000     0.000     0.333     1.000     0.000     0.000     0.000     0.108    -2.000    -1.000    -1.000    -1.000     2.000     4.000129314.000     0.111
     0.000     0.048     0.240     0.000     0.143     0.000     0.200     0.000     0.000     0.000     0.000     1.000    -1.000    -1.000    -1.000    -1.000     1.000129315.000    -0.512
     0.000     0.143     0.200     0.176     0.143     0.333     0.800     0.400     0.143     0.000     0.108     5.000     1.000    -1.000    -1.000     5.000    25.000129316.000    -0.330
     0.667     0.619     0.560     0.647     0.714     0.667     0.400     0.600     0.000     0.161     0.595     3.000     1.000    -1.000    -1.000     3.000     9.000129317.000     1.215
     0.000     0.000     0.080     0.118     0.143     0.083     0.000     0.050     0.000     0.000     0.000     6.000    -1.000    -1.000    -1.000    -6.000    36.000129318.000    -0.905
     0.000     0.000     0.000     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -2.000     1.000    -1.000    -1.000    -2.000     4.000129319.000    -0.479
     1.000     0.905     0.400     0.765     0.143     0.583     0.600     1.000     0.000     0.161     0.649     0.000     1.000    -1.000    -1.000     0.000     0.000129320.000     1.733
     0.000     0.000     0.080     0.000     0.000     0.000     0.000     0.050     0.000     0.000     0.108     4.000     1.000    -1.000    -1.000     4.000    16.000129321.000    -0.860
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.459     2.000    -1.000    -1.000    -1.000    -2.000     4.000129322.000     2.674
     0.000     0.000     0.000     0.000     0.143     0.083     0.000     0.050     0.000     0.000     0.000    -3.000    -1.000    -1.000    -1.000     3.000     9.000129323.000    -0.370
     0.000     0.048     0.160     0.176     0.286     0.000     0.200     0.100     0.286     0.000     0.324     5.000     1.000    -1.000    -1.000     5.000    25.000129324.000    -0.572
     0.167     0.143     0.240     0.176     0.286     0.333     0.400     0.300     0.143     0.097     0.595    -1.000     1.000    -1.000    -1.000    -1.000     1.000129325.000     0.287
     0.000     0.238     0.360     0.412     0.571     0.250     0.400     0.350     0.357     0.258     0.486     6.000     1.000    -1.000    -1.000     6.000    36.000129326.000     0.083
     0.500     0.571     0.520     0.412     0.857     0.500     0.400     0.700     0.643     0.000     0.351     5.000    -1.000    -1.000    -1.000    -5.000    25.000129327.000     0.813
     0.000     0.095     0.160     0.235     0.143     0.083     0.000     0.050     0.000     0.000     0.027    -2.000     1.000    -1.000    -1.000    -2.000     4.000129328.000    -0.136
     0.000     0.048     0.120     0.176     0.143     0.000     0.000     0.050     0.071     0.000     0.000     4.000    -1.000    -1.000    -1.000    -4.000    16.000129329.000    -0.686
     0.167     0.000     0.120     0.176     0.143     0.083     0.400     0.250     0.000     0.000     0.405     2.000     1.000    -1.000    -1.000     2.000     4.000129330.000    -0.303
     0.167     0.429     0.080     0.000     0.000     0.083     0.200     0.000     0.000     0.000     0.000    -6.000     1.000    -1.000    -1.000    -6.000    36.000129331.000     0.211
     0.000     0.000     0.200     0.176     0.429     0.417     0.200     0.150     0.000     0.000     0.297     2.000     1.000    -1.000    -1.000     2.000     4.000129332.000    -0.229
     0.333     0.524     0.320     0.353     0.714     0.167     0.800     1.000     0.214     0.065     0.730     7.000    -1.000    -1.000    -1.000    -7.000    49.000129333.000     0.541
     0.000     0.095     0.360     0.176     0.429     0.000     0.000     0.000     0.000     0.000     0.108     3.000     1.000    -1.000    -1.000     3.000     9.000129334.000    -0.381
     0.333     0.238     0.320     0.176     0.857     0.250     0.400     0.150     0.357     0.161     0.108     2.000    -1.000    -1.000    -1.000    -2.000     4.000129335.000     0.171
     0.500     0.238     0.280     0.235     0.429     0.833     0.400     0.300     0.429     0.323     0.595     1.000     1.000    -1.000    -1.000     1.000     1.000129336.000     0.590
     0.000     0.048     0.160     0.294     0.429     0.083     0.400     0.100     0.071     0.000     0.000    -5.000     1.000    -1.000    -1.000    -5.000    25.000129337.000     0.196
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -5.000     1.000    -1.000    -1.000    -5.000    25.000129338.000    -0.293
     0.000     0.000     0.120     0.176     0.143     0.000     0.400     0.050     0.143     0.000     0.000    -2.000    -1.000    -1.000    -1.000     2.000     4.000129339.000    -0.247
     0.000     0.000     0.080     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000     1.000    -1.000    -1.000    -1.000     1.000129340.000    -0.541
     0.167     0.000     0.040     0.118     0.286     0.167     0.400     0.050     0.000     0.000     0.054     4.000    -1.000    -1.000    -1.000    -4.000    16.000129341.000    -0.639
     0.000     0.000     0.120     0.000     0.000     0.000     0.400     0.000     0.000     0.000     0.000    -2.000     1.000    -1.000    -1.000    -2.000     4.000129342.000    -0.411
     0.000     0.095     0.160     0.118     0.143     0.083     0.000     0.050     0.000     0.000     0.027    -3.000    -1.000    -1.000    -1.000     3.000     9.000129343.000    -0.134
     0.000     0.190     0.640     0.235     0.286     0.000     0.400     0.200     0.143     0.000     0.270     1.000    -1.000    -1.000    -1.000    -1.000     1.000129344.000     0.163
     0.667     0.714     0.960     0.706     0.857     1.000     0.600     0.900     0.214     0.097     0.703     6.000    -1.000    -1.000    -1.000    -6.000    36.000129345.000     1.618
     0.000     0.000     0.120     0.118     0.286     0.083     0.400     0.100     0.000     0.000     0.081     2.000    -1.000    -1.000    -1.000    -2.000     4.000129346.000    -0.489
     0.000     0.143     0.160     0.059     0.143     0.167     0.400     0.050     0.000     0.000     0.189    -4.000    -1.000    -1.000    -1.000     4.000    16.000129347.000     0.037
     0.167     0.048     0.080     0.000     0.000     0.000     0.400     0.050     0.000     0.000     0.027     4.000     1.000    -1.000    -1.000     4.000    16.000129348.000    -0.772
     0.000     0.048     0.160     0.059     0.000     0.000     0.400     0.050     0.000     0.000     0.027     1.000     1.000    -1.000    -1.000     1.000     1.000129349.000    -0.514
     0.333     0.095     0.240     0.176     0.429     0.000     0.400     0.100     0.000     0.000     0.514     4.000     1.000    -1.000    -1.000     4.000    16.000129350.000    -0.258
     0.000     0.571     0.000     0.000     0.000     0.000     0.400     0.150     0.000     0.097     0.243     6.000     1.000    -1.000    -1.000     6.000    36.000129351.000    -0.524
     0.000     0.000     0.200     0.000     0.000     0.000     0.400     0.000     0.071     0.000     0.081    -3.000    -1.000    -1.000    -1.000     3.000     9.000129352.000    -0.266
     0.000     0.143     0.200     0.176     0.143     0.167     0.200     0.100     0.000     0.000     0.000     4.000     1.000    -1.000    -1.000     4.000    16.000129353.000    -0.504
     0.000     0.095     0.080     0.118     0.000     0.000     0.400     0.050     0.000     0.032     0.027    -1.000     1.000    -1.000    -1.000    -1.000     1.000129354.000    -0.339
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -6.000     1.000    -1.000    -1.000    -6.000    36.000129355.000    -0.197
     0.667     0.524     0.320     0.176     0.571     0.333     0.600     0.900     0.214     0.065     0.486     4.000     1.000    -1.000    -1.000     4.000    16.000129356.000     0.632
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -4.000     1.000    -1.000    -1.000    -4.000    16.000129357.000    -0.367
     0.000     0.095     0.160     0.059     0.143     0.417     0.400     0.000     0.000     0.000     0.000     5.000    -1.000    -1.000    -1.000    -5.000    25.000129358.000    -0.647
     0.000     0.095     0.240     0.176     0.429     0.000     0.600     0.050     0.429     0.097     0.108     2.000    -1.000    -1.000    -1.000    -2.000     4.000129359.000    -0.250
     0.000     0.143     0.120     0.235     0.143     0.250     0.400     0.250     0.000     0.032     0.054     0.000    -1.000    -1.000    -1.000     0.000     0.000129360.000    -0.105
     0.000     0.048     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000     1.000    -1.000    -1.000    -1.000     1.000129361.000    -0.530
     0.000     0.095     0.360     0.471     0.286     0.000     0.200     0.050     0.000     0.000     0.000     6.000    -1.000    -1.000    -1.000    -6.000    36.000129362.000    -0.445
     0.000     0.190     0.160     0.235     0.286     0.083     0.400     0.200     0.071     0.032     0.000    -3.000     1.000    -1.000    -1.000    -3.000     9.000129363.000     0.128
     0.167     0.000     0.160     0.059     0.286     0.167     0.200     0.100     0.000     0.000     0.135    -1.000     1.000    -1.000    -1.000    -1.000     1.000129364.000    -0.220
     0.000     0.048     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -3.000     1.000    -1.000    -1.000    -3.000     9.000129365.000    -0.406
     0.333     0.619     0.440     0.471     0.571     0.583     0.400     0.550     0.357     0.129     0.135     4.000    -1.000    -1.000    -1.000    -4.000    16.000129366.000     0.716
     0.000     0.000     0.040     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000    -2.000    -1.000    -1.000    -1.000     2.000     4.000129367.000    -0.474
     0.000     0.000     0.000     0.000     0.000     0.583     1.000     0.050     0.071     0.000     0.027     5.000    -1.000    -1.000    -1.000    -5.000    25.000129368.000    -0.745
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -2.000    -1.000    -1.000    -1.000     2.000     4.000129369.000    -0.514
     0.000     0.000     0.120     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.027     0.000     1.000    -1.000    -1.000     0.000     0.000129370.000    -0.584
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -3.000     1.000    -1.000    -1.000    -3.000     9.000129371.000    -0.440
     0.167     0.143     0.120     0.176     0.000     0.000     0.400     0.200     0.000     0.000     0.135     6.000    -1.000    -1.000    -1.000    -6.000    36.000129372.000    -0.633
     0.500     0.381     0.400     0.059     0.571     0.750     0.800     0.600     0.357     0.226     0.486     3.000     1.000    -1.000    -1.000     3.000     9.000129373.000     0.605
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -6.000    -1.000    -1.000    -1.000     6.000    36.000129374.000    -0.225
     0.000     0.000     0.080     0.235     0.000     0.083     0.400     0.050     0.071     0.000     0.054     2.000    -1.000    -1.000    -1.000    -2.000     4.000129375.000    -0.524
     0.000     0.000     0.000     0.000     0.286     0.000     0.000     0.050     0.000     0.000     0.027    -6.000     1.000    -1.000    -1.000    -6.000    36.000129376.000    -0.133
     0.000     0.000     0.080     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000    -7.000    -1.000    -1.000     1.000     7.000    49.000129377.000    -0.090
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000    -1.000    -1.000     7.000    49.000129378.000    -0.152
     0.000     0.000     0.040     0.000     0.000     0.083     0.400     0.050     0.143     0.032     0.027     6.000     1.000    -1.000    -1.000     6.000    36.000129379.000    -0.977
     0.000     0.000     0.160     0.059     0.000     0.000     0.400     0.000     0.000     0.000     0.000    -3.000    -1.000    -1.000     1.000     3.000     9.000129380.000    -0.282
     0.000     0.000     0.120     0.000     0.143     0.000     0.200     0.000     0.000     0.000     0.000    -2.000     1.000    -1.000    -1.000    -2.000     4.000129381.000    -0.397
     0.000     0.048     0.080     0.059     0.000     0.083     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000    -1.000     1.000     1.000129382.000    -0.449
     1.000     0.286     0.480     0.529     0.429     0.417     0.400     0.250     0.429     0.000     0.351     5.000    -1.000    -1.000    -1.000    -5.000    25.000129383.000     0.491
     0.000     0.048     0.240     0.059     0.143     0.000     0.400     0.000     0.143     0.097     0.000    -6.000     1.000    -1.000    -1.000    -6.000    36.000129384.000     0.082
     0.000     0.571     0.640     0.471     0.571     0.333     0.800     0.850     0.429     0.000     0.000     3.000     1.000    -1.000    -1.000     3.000     9.000129385.000     0.796
     0.000     0.048     0.160     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -6.000     1.000    -1.000    -1.000    -6.000    36.000129386.000    -0.094
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000    -1.000    -1.000    -7.000    49.000129387.000    -0.147
     0.000     0.000     0.160     0.000     0.000     0.167     0.000     0.000     0.000     0.000     0.000    -4.000     1.000    -1.000    -1.000    -4.000    16.000129388.000    -0.228
     0.000     0.000     0.040     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -2.000    -1.000    -1.000    -1.000     2.000     4.000129389.000    -0.456
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000    -1.000    -1.000    -7.000    49.000129390.000    -0.147
     0.000     0.000     0.040     0.000     0.000     0.000     0.200     0.050     0.000     0.000     0.000     3.000     1.000    -1.000    -1.000     3.000     9.000129391.000    -0.822
     0.333     0.333     0.320     0.353     0.571     0.167     0.200     0.200     0.214     0.161     0.270    -1.000    -1.000    -1.000    -1.000     1.000     1.000129392.000     0.509
     0.000     0.286     0.360     0.235     0.714     0.250     0.600     0.150     0.357     0.290     0.270     6.000     1.000    -1.000    -1.000     6.000    36.000129393.000    -0.065
     0.000     0.095     0.040     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000    -1.000    -1.000     1.000     1.000129394.000    -0.608
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -1.000    -1.000    -1.000     0.000     0.000129395.000    -0.659
     0.167     0.143     0.160     0.118     0.429     0.250     0.400     0.300     0.000     0.032     0.324     5.000    -1.000    -1.000    -1.000    -5.000    25.000129396.000    -0.318
     0.000     0.048     0.160     0.118     0.143     0.167     0.400     0.000     0.071     0.065     0.108    -3.000    -1.000    -1.000    -1.000     3.000     9.000129397.000    -0.089
     0.000     0.000     0.000     0.000     0.000     0.083     0.000     0.000     0.000     0.000     0.000    -4.000     1.000    -1.000    -1.000    -4.000    16.000129398.000    -0.344
     0.500     0.476     0.440     0.471     0.714     0.167     0.400     0.600     0.000     0.194     0.405     6.000    -1.000    -1.000    -1.000    -6.000    36.000129399.000     0.503
     0.000     0.095     0.080     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -2.000     1.000    -1.000    -1.000    -2.000     4.000129400.000    -0.365
     0.000     0.048     0.040     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000     2.000     1.000    -1.000    -1.000     2.000     4.000129401.000    -0.733
     0.000     0.000     0.440     0.235     0.000     0.167     0.400     0.500     0.214     0.000     0.270     6.000     1.000    -1.000    -1.000     6.000    36.000129402.000    -0.355
     0.000     0.143     0.240     0.059     0.286     0.083     0.400     0.000     0.143     0.000     0.135     1.000    -1.000    -1.000     1.000    -1.000     1.000129403.000    -0.292
     0.000     0.000     0.040     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.054    -5.000    -1.000    -1.000    -1.000     5.000    25.000129404.000    -0.243
     0.000     0.000     0.120     0.176     0.000     0.000     0.400     0.050     0.000     0.000     0.000    -3.000     1.000    -1.000    -1.000    -3.000     9.000129405.000    -0.216
     0.167     0.333     0.440     0.000     0.571     0.500     0.600     0.450     0.500     0.161     0.405     4.000    -1.000    -1.000    -1.000    -4.000    16.000129406.000     0.242
     0.000     0.000     0.000     0.000     0.000     0.083     0.000     0.000     0.000     0.000     0.000     5.000     1.000    -1.000    -1.000     5.000    25.000129407.000    -1.004
     0.000     0.000     0.000     0.000     0.143     0.000     0.200     0.000     0.000     0.000     0.000    -1.000     1.000    -1.000    -1.000    -1.000     1.000129408.000    -0.540
     0.167     0.048     0.240     0.000     0.286     0.083     0.200     0.150     0.071     0.032     0.135     6.000     1.000    -1.000    -1.000     6.000    36.000129409.000    -0.681
     0.000     0.048     0.080     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000    -1.000    -1.000     2.000     4.000129410.000    -0.692
     0.167     0.048     0.000     0.059     0.000     0.000     0.600     0.100     0.429     0.129     0.000     3.000    -1.000    -1.000    -1.000    -3.000     9.000129411.000    -0.616
     0.167     0.190     0.200     0.471     0.571     0.250     0.200     0.200     0.214     0.065     0.676     2.000    -1.000    -1.000    -1.000    -2.000     4.000129412.000     0.260
     0.000     0.000     0.040     0.000     0.000     0.083     0.000     0.000     0.000     0.000     0.000    -2.000     1.000    -1.000    -1.000    -2.000     4.000129413.000    -0.467
