     0.333     0.619     0.440     0.588     0.857     0.583     0.800     0.850     0.071     0.129     0.973     4.000    -1.000131385.000     1.932
     0.000     0.143     0.400     0.176     0.571     0.167     0.400     0.200     0.000     0.000     0.351     1.000     1.000131961.000     0.179
     0.000     0.000     0.000     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000    -7.000    -1.000133712.000    -0.478
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133713.000    -0.508
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133714.000    -0.515
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133715.000    -0.508
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133716.000    -0.515
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133717.000    -0.480
     0.000     0.048     0.240     0.059     0.143     0.000     0.000     0.000     0.000     0.000     0.027    -7.000    -1.000133718.000    -0.197
     0.000     0.000     0.160     0.059     0.000     0.000     0.400     0.000     0.000     0.000     0.000    -7.000     1.000133719.000    -0.294
     0.000     0.000     0.040     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133720.000    -0.438
     0.000     0.000     0.120     0.000     0.286     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133721.000    -0.368
     0.000     0.095     0.200     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133722.000    -0.273
     0.000     0.048     0.080     0.059     0.000     0.000     0.200     0.000     0.000     0.000     0.000    -7.000    -1.000133723.000    -0.321
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133724.000    -0.508
     0.000     0.000     0.000     0.000     0.000     0.000     0.200     0.000     0.000     0.000     0.000    -7.000     1.000133725.000    -0.485
     0.000     0.000     0.160     0.000     0.000     0.083     0.400     0.000     0.000     0.000     0.108    -7.000    -1.000133726.000    -0.257
     0.000     0.000     0.160     0.176     0.000     0.000     0.600     0.000     0.000     0.000     0.000    -7.000    -1.000133727.000    -0.157
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133728.000    -0.508
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133729.000    -0.508
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133730.000    -0.515
     0.000     0.000     0.080     0.118     0.000     0.083     0.000     0.000     0.000     0.000     0.027    -7.000     1.000133731.000    -0.312
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133732.000    -0.480
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133733.000    -0.515
     0.000     0.000     0.040     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133734.000    -0.487
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133735.000    -0.515
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133736.000    -0.508
     0.000     0.000     0.080     0.059     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133737.000    -0.402
     0.000     0.143     0.160     0.118     0.143     0.000     0.400     0.000     0.000     0.000     0.081    -7.000    -1.000133738.000    -0.020
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133739.000    -0.508
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133740.000    -0.508
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133741.000    -0.515
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000     1.000133742.000    -0.515
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000    -7.000    -1.000133743.000    -0.508
